tg,0-2,1-2,0-5,other
0.0,1.0,0.0,0.0,0.0
1.0547157894736843,0.9981983290975128,8.412282785004563e-05,0.0017143044878397827,3.2435867971570492e-06
2.1094315789473685,0.979815062426465,0.0014513630719456396,0.018621655064523387,0.00011191943706606086
3.1641473684210526,0.9256712222942953,0.008893089857893516,0.06397661211597887,0.0014590757318317317
4.218863157894737,0.8746814787960854,0.025900754644218135,0.09267203921450769,0.006745727345188721
5.273578947368422,0.8173502739869616,0.058149756903887385,0.10042535500491162,0.024074614104239223
6.328294736842105,0.6652384642127125,0.08896788999539035,0.17781814769914694,0.06797549809275058
7.38301052631579,0.6043634359092156,0.12415250817833026,0.1548950425629283,0.11658901334952536
8.437726315789474,0.5319808776242015,0.14837888182958756,0.15176758550077815,0.16787265504543292
9.492442105263159,0.4609871604936999,0.208513892667231,0.1625661294734939,0.1679328173655751
10.547157894736843,0.4402770961197861,0.2451711627287727,0.1534042390163533,0.16114750213508838
11.601873684210528,0.4251994932472888,0.26219236045958016,0.14689764910604014,0.1657104971870905
12.65658947368421,0.3963474794458244,0.2904158490456532,0.14361399293532032,0.1696226785732021
13.711305263157895,0.3946707494709535,0.2942732607500668,0.120302454514405,0.19075353526457442
14.76602105263158,0.4314708051247078,0.3703464048965036,0.06606736408645304,0.1321154258923354
15.820736842105264,0.4426989680172624,0.3960775095992131,0.06345009720926834,0.09777342517425602
16.87545263157895,0.47674945128412705,0.4265832563829849,0.039550297305054494,0.05711699502783383
17.93016842105263,0.5209455071556225,0.44537083162428937,0.009652559278389549,0.024031101941699037
18.984884210526317,0.5424456730094214,0.44430468478412954,0.000548134396325006,0.012701507810123809
20.0396,0.5471063843818504,0.44316788354563674,6.098349413629713e-05,0.009664748578376556
