tg,0,2,9,other
0.0,1.0,0.0,0.0,0.0
0.20023181807199808,0.9999999999963118,3.1356460337215334e-18,9.250455135500039e-14,3.5967195223687645e-12
0.40046363614399616,0.9999999994183029,7.360782064042537e-17,5.587279530925989e-12,5.761102133987014e-10
0.6006954542159942,0.9999999979459006,2.1761266840917882e-16,1.3323929406173277e-11,2.040776386386574e-09
0.8009272722879923,0.9999999981249011,5.061078838655285e-16,2.2703478198360817e-11,1.8523966264859916e-09
1.0011590903599905,0.9999999992528449,1.3261109081754945e-15,1.1410271941111417e-10,6.330541265463171e-10
1.2013909084319885,0.999999995041448,2.49537200012884e-15,2.6777000749527016e-10,4.690782367560247e-09
1.4016227265039864,0.9999999935529619,4.086957987304267e-15,2.3511596696413036e-10,6.211921247762908e-09
1.6018545445759846,0.9999999980668,7.555734886611637e-15,6.991201826930221e-10,1.2340743506313169e-09
1.8020863626479828,0.9999999789790973,1.1909287412941975e-14,1.2975090639342738e-09,1.9723386358067503e-08
2.002318180719981,0.9999999876544471,1.7674802778379514e-14,1.1807778133810887e-09,1.1164761197802963e-08
2.2025499987919788,0.9999999958647767,2.7917295761719767e-14,2.3780638612659625e-09,1.7571361985545383e-09
2.402781816863977,0.9999999763085129,4.045480188330581e-14,3.6319523435400416e-09,2.0059498858000417e-08
2.603013634935975,0.9999999698191091,5.6551777298397516e-14,4.104419377624819e-09,2.607641968768987e-08
2.803245453007973,0.9999999890271732,8.075427549156213e-14,5.584034625984971e-09,5.388715769996184e-09
3.003477271079971,0.999999970297936,1.1082801639555304e-13,9.295823325473934e-09,2.0406134269261005e-08
3.2037090891519693,0.9999999331603157,1.4572791845966785e-13,9.35842403756478e-09,5.748111866343081e-08
3.4039409072239675,0.9999999842569904,1.960116158787515e-13,1.2149597995107144e-08,3.593220573033101e-09
3.6041727252959657,0.9999999337210579,2.567312621425385e-13,1.923875504658948e-08,4.703993393420378e-08
3.8044045433679634,0.9999999181420309,3.2600899320894917e-13,1.8976242437652267e-08,6.28814065529923e-08
4.004636361439962,0.9999999615634043,4.1980167570201633e-13,2.3526010740985727e-08,1.4910171907961557e-08
4.204868179511959,0.9999999358675056,5.317642928941524e-13,3.311067323409139e-08,3.102129607907423e-08
4.4050999975839575,0.9999998802202961,6.579963713457206e-13,3.793757343334744e-08,8.1841478204205e-08
4.605331815655956,0.9999999147420546,8.173062958137921e-13,3.920897665685313e-08,4.6048156685106175e-08
4.805563633727954,0.9999999225376532,1.0092536312016681e-12,5.6389928395029076e-08,2.1071413430262092e-08
5.005795451799952,0.9999997751008801,1.2178445083210466e-12,6.389789261088081e-08,1.610000130306137e-07
5.20602726987195,0.9999998931436623,1.4757810119596426e-12,6.51994549292089e-08,4.1655410746222854e-08
5.4062590879439485,0.9999998726467049,1.7824032527005407e-12,8.997601145517173e-08,3.73755050215335e-08
5.606490906015946,0.9999997572856858,2.1140669165577857e-12,9.87201583004436e-08,1.4399204644382863e-07
5.806722724087944,0.9999998079322704,2.5113052336098586e-12,1.0536503918654616e-07,8.670018367164229e-08
6.006954542159942,0.9999998494998219,2.9788751665292892e-12,1.303911463198471e-07,2.0106057440823693e-08
6.20718636023194,0.999999711442511,3.4854849208530356e-12,1.565096862907687e-07,1.3204432157290848e-07
6.407418178303939,0.9999996588856004,4.065987824481679e-12,1.533096055643526e-07,1.8780073366503951e-07
6.607649996375937,0.9999998023312251,4.753310526444748e-12,1.889347484744443e-07,8.729278257538276e-09
6.807881814447935,0.999999529143875,5.489152420310837e-12,2.2975411261650564e-07,2.410965279341296e-07
7.008113632519933,0.9999996120246422,6.319995987173786e-12,2.224535730928165e-07,1.6551546951104718e-07
7.208345450591931,0.9999997119161663,7.293067663695471e-12,2.669307114829675e-07,2.1145833687444455e-08
7.408577268663929,0.9999995018047663,8.33764521160538e-12,3.1284054839658825e-07,1.8534635306469014e-07
7.608809086735927,0.9999994433577645,9.496380663225118e-12,3.2685387158200164e-07,2.2977887291332918e-07
7.809040904807925,0.9999995897838548,1.0833783420656693e-11,3.552614281764631e-07,5.494389064035e-08
8.009272722879924,0.9999994415349367,1.2282131766176473e-11,4.342088338885137e-07,1.2424395587495013e-07
8.20950454095192,0.9999991236101574,1.384315869600929e-11,4.4358607421002967e-07,4.3278993523023613e-07
8.409736359023919,0.999999476012851,1.5644814830246393e-11,4.768771552447316e-07,4.709435851349264e-08
8.609968177095917,0.9999992051411429,1.759290693105546e-11,5.84948693402861e-07,2.098925802292683e-07
8.810199995167915,0.9999990470249075,1.967453374997806e-11,5.880941077586361e-07,3.648613197124051e-07
9.010431813239913,0.9999992634076929,2.2049299824459667e-11,6.354253650019382e-07,1.0114490208514272e-07
9.210663631311911,0.9999991238824535,2.4627518165402985e-11,7.439818055272573e-07,1.3211112264413193e-07
9.41089544938391,0.9999988258905466,2.736567316488767e-11,8.020483833135058e-07,3.720337130207693e-07
9.611127267455908,0.9999989259606055,3.042566152764303e-11,8.060501500080634e-07,2.679588276602308e-07
9.811359085527906,0.9999989871374851,3.378233383288406e-11,9.543366185906034e-07,5.849212224140432e-08
10.011590903599904,0.9999983111462496,3.7294098296131436e-11,1.0401330418292998e-06,6.48683421951861e-07
10.211822721671902,0.9999987366722871,4.1196147287420405e-11,1.032649213605649e-06,2.306373109953549e-07
10.4120545397439,0.999998690500862,4.5481421392550994e-11,1.212364127821945e-06,9.708953597871932e-08
10.612286357815899,0.9999981808005421,4.995815759174399e-11,1.2969880026719408e-06,5.221615055152223e-07
10.812518175887897,0.999998325387956,5.487922221774406e-11,1.3350212100940581e-06,3.3953596204983793e-07
11.012749993959895,0.9999984559012663,6.027867175499725e-11,1.4802208306665364e-06,6.381763290188366e-08
11.212981812031892,0.9999979408451822,6.593920557011897e-11,1.6575858654010634e-06,4.0150302184096363e-07
11.41321363010389,0.9999976413766546,7.202071315311861e-11,1.6475898532250965e-06,7.109614803677794e-07
11.613445448175888,0.9999981513381939,7.873950361366316e-11,1.8183612105005598e-06,3.022186230117253e-08
11.813677266247886,0.9999972773026558,8.575867837970668e-11,2.0695896529204828e-06,6.530219375946581e-07
12.013909084319884,0.9999973832406278,9.324304254821631e-11,2.0296107082683903e-06,5.8705542713264e-07
12.214140902391883,0.9999976934780028,1.0150984156902297e-10,2.229631442679806e-06,7.678905036888557e-08
