tg,0-2,2-2,8-2,other
0.0,1.0,0.0,0.0,0.0
1.0062901446540882,0.999999893026511,6.454396705500722e-17,1.2084089913877842e-08,9.488940148791751e-08
2.0125802893081763,0.9999968032176225,1.9594280638557064e-14,2.06666452471027e-07,2.9901159065131612e-06
3.0188704339622645,0.9999971995321395,3.9878461917754775e-13,1.050148042684718e-06,1.7503194207454973e-06
4.025160578616353,0.9999739926262498,3.9746895916656986e-12,3.4362924362375272e-06,2.257107734133126e-05
5.03145072327044,0.9999861285983296,2.094161528165084e-11,8.438220477179167e-06,5.433160253842482e-06
6.037740867924529,0.9999232081990395,8.759161686144276e-11,1.7737892170493187e-05,5.905382120084645e-05
7.044031012578618,0.9999514600530571,3.159469492419537e-10,3.372005440944397e-05,1.4819576588977215e-05
8.050321157232705,0.9998515303250834,8.657185333512768e-10,5.772740549567278e-05,9.074140370289996e-05
9.056611301886793,0.9998717370062484,2.5056916141140996e-09,9.607849024410972e-05,3.2181997816731316e-05
10.06290144654088,0.9997646704942733,5.516537695602394e-09,0.0001465938734051082,8.873011578886381e-05
11.06919159119497,0.9997350753725558,1.3315838265495499e-08,0.00022335881626750595,4.155249533852934e-05
12.075481735849058,0.9995914981424278,2.646432805361429e-08,0.00031775639414566623,9.071899909851958e-05
13.081771880503146,0.9994969022296232,5.5269417650698883e-08,0.0004524446550045725,5.059784595709643e-05
14.088062025157235,0.9991791589893868,1.0046117792193669e-07,0.0006139349021733492,0.0002068056472623411
15.094352169811323,0.9990781773582349,1.896219652322906e-07,0.0008296387478625664,9.199427193815162e-05
16.10064231446541,0.9984818670161897,3.127348319794373e-07,0.0010849328405352144,0.00043288740844449406
17.1069324591195,0.9983720079817107,5.595611477039534e-07,0.0014126108831007185,0.00021482157404341656
18.113222603773586,0.997585666866197,8.48336169952294e-07,0.0017898946711483823,0.0006235901264860439
19.119512748427674,0.9973195396110145,1.459640507664021e-06,0.0022742837034112925,0.00040471704506852657
20.12580289308176,0.9965816307666879,2.106551567111192e-06,0.002805529686399605,0.0006107329953461932
21.132093037735853,0.9959876950184166,3.4585929810548463e-06,0.0035041873323641204,0.0005046590562412793
22.13838318238994,0.995338003097289,4.912081694228155e-06,0.004229834986318497,0.00042724983470000675
23.14467332704403,0.9943408471680919,7.662682181093172e-06,0.0052020307675736295,0.00044945938215430417
24.150963471698116,0.9934137240568239,1.0753701640528921e-05,0.0061705562499534666,0.0004049659915865853
25.157253616352204,0.9920939592373903,1.608759710850441e-05,0.0074554448163178305,0.0004345083491836177
26.16354376100629,0.990521215594592,2.194846526139042e-05,0.008713361550416378,0.0007434743897299132
27.16983390566038,0.9887899711669986,3.2040208155829357e-05,0.01034514643894828,0.0008328421859008449
28.17612405031447,0.9867470021433945,4.2096921589885804e-05,0.011973736819748336,0.0012371641152676743
29.18241419496856,0.9841742116825487,6.039870652483252e-05,0.013981721398434026,0.0017836682124922761
30.188704339622646,0.982379230522349,7.71928306335005e-05,0.01608609370207899,0.0014574829449373872
31.194994484276734,0.9786598788029228,0.00010817950749801049,0.018537607237056362,0.002694334452521587
32.20128462893082,0.9774466943867137,0.00013731486769988138,0.021219076445416516,0.0011969143001702653
33.20757477358491,0.9727780158896281,0.000186716907156142,0.024262690182153896,0.002772577021063158
34.213864918239,0.9713732341486682,0.00023767070131439286,0.027542611028424677,0.0008464841215933046
35.220155062893085,0.9662191428582386,0.00031467430131793667,0.03137668862929592,0.002089494211150705
36.22644520754717,0.9634975278284399,0.0003983537349080518,0.0351773006528481,0.0009268177838060063
