tg,drive_amp_1,drive_amp_2,detune_1,detune_2,task,log10_infidelity,fidelity,max_intermediate_population,population_limit,success,message,nfev,nit,finished
828.763380991794,0.01499764088305574,0.04087266220476363,-0.004176543643286786,-0.004313460001476007,direct,-7.005462973045783,0.9999999012500176,0.07951663911590659,,False,Maximum number of iterations has been exceeded.,12864,200,2026-08-12T13:30:30.763028
