idx,f_trunc,f_large,p0,p1,p2,p3,p4
0,-0.22174888912670251,-0.22172776293780344,30.01690067978734,0.01334859888529949,0.07778230173978955,-0.028830060679807094,-0.02858515122013082
1,-0.2218289723487734,-0.2198805127132863,40.016877120050744,0.010068844431431884,0.025459991350331293,-0.0033969406991179903,-0.004407094507154451
2,-0.22182850169926754,-0.21853760653332743,50.008162897420036,0.010653077779492495,0.02530528218019754,-0.00487303771065491,-0.025566822460373832
3,-0.22184782044584697,-0.21743809070208564,60.024739513067395,0.010278994140117126,0.014621989466350006,-0.0023209192221817637,-0.048011149152391665
4,-0.22184583183866244,-0.21053702079386927,69.99582889887739,0.01458866275991011,0.007665588773278435,-0.0026199676267245897,-0.02956235224066135
5,-0.22183809402938565,-0.15773551836665542,80.00519429830845,0.05665537980385697,0.005564374610903852,-0.0009088117232904751,-0.01965843173469107
6,-0.22184518128461564,-0.1494479487149279,90.004725433607,0.040226448079234,0.012128982398936842,-0.0007639570469478302,-0.04777010429781016
7,-0.22184828009255,-0.20958740328782294,100.0053805982549,0.0105734453752096,0.008822381751824288,-0.0001820407893918935,-0.02127295396346599
8,-0.22184825861707602,-0.1734479151962877,110.00861174872925,0.021122740510051315,0.005421637259064721,-0.0018750229468738333,-0.019762718741958625
9,-0.22184824142392934,-0.16350182659884974,119.99945829364886,0.02692888152755677,0.005834104819627851,-0.004305805465202855,-0.01929039543186352
10,-0.22184812890275613,-0.1943789255361609,129.99580113755115,0.012834911296636775,0.014094429422917429,-0.0009104863983211385,-0.02032508979793638
11,-0.22184871304105913,-0.19987207574388252,140.0050944567757,0.010378444834184083,0.010272760271126315,-0.0003875441359535402,-0.03778387294538426
12,-0.22184874274867547,-0.1950248999429568,149.99586988165206,0.011176635014725295,0.005381684629891921,-0.0018673743225122927,-0.037401521875596117
13,-0.22184859118302383,-0.19662859765505744,159.99926214555998,0.012320564465004624,0.007769350040836558,-0.0038814318587472897,-0.025343248767803254
14,-0.22184867987033913,-0.18669372726229513,169.9941373509975,0.011326760929742372,0.014142337227287121,-0.0011625156603117526,-0.018481719207759557
15,-0.22184857056692597,-0.1362791732459057,179.99625350736068,0.02398506516277088,0.006113440422799515,-0.0015128583253479766,-0.020376278483287807
16,-0.2218487291881524,-0.21877473227549277,189.99711809664237,0.010812625189577818,0.006201952188240781,-0.006859937739327478,-0.03224900647904259
17,-0.221848634038624,-0.20254829350190973,200.00137311848087,0.029193895327144857,0.020324317738380265,-0.00912350374132525,-0.02378987050281897
18,-0.22184868620425544,-0.22192635160958904,209.99586812699744,0.012785608068168697,0.008619939973558748,-0.04845154264677192,-0.012655223064801161
19,-0.22184883398188618,-0.22200596375787696,219.9973344801557,0.014996778430261953,0.011291504564677264,-0.04576084825196536,-0.012175346816382748
