idx,f_trunc,f_large,p0,p1,p2,p3,p4
0,-0.22149088652235363,-0.22148800208876537,30.01735214446098,0.01132887796642397,0.005811504642071988,-0.04798106655432244,-0.031118996795447686
1,-0.22153091741538578,-0.22152733706996014,40.016766,0.01132887796642397,0.005811504642071988,-0.04798106655432244,-0.031118996795447686
2,-0.22172472351054187,-0.22172226873345677,50.00814350911149,0.010908288056140303,0.006475172926136849,-0.049841487309721315,-0.02305896515406009
3,-0.22181573733763313,-0.22181417411125803,60.024831,0.010908288056140303,0.006475172926136849,-0.049841487309721315,-0.02305896515406009
4,-0.2218706078388542,-0.2218691347028674,69.99465235222758,0.014131192364607026,0.008712248362668838,-0.04989984688662811,-0.014735720856484504
5,-0.22214999311110264,-0.21163730410038115,80.00566445885163,0.09871149814548186,0.011082162843057151,-0.04915965973144135,-0.013667626976200921
6,-0.2226079055771571,-0.20677029386182322,90.00534272981916,0.1014886907616967,0.017601567573078025,-0.049725999012055766,-0.015219893605270604
7,-0.2228530348967626,-0.18234305844577112,100.00642039693176,0.11767887657557591,0.019810131571942047,-0.04936076220339546,-0.018939585618726936
8,-0.2231391444977295,-0.15813099423105775,110.00852008554416,0.12454890625727294,0.024081562771703667,-0.04815567491262576,-0.017497949792961966
9,-0.22325112628651542,-0.1521164576713387,119.999923,0.12454890625727294,0.024081562771703667,-0.04815567491262576,-0.017497949792961966
10,-0.2233932677345865,-0.1468962669530834,129.995414,0.12454890625727294,0.024081562771703667,-0.04815567491262576,-0.017497949792961966
11,-0.22372042862574773,-0.14026577411264377,140.00568371007932,0.1200021246201736,0.027536636306904262,-0.04996919102552908,-0.018795253318866927
12,-0.22378914686473453,-0.18840952317257634,149.9978339286424,0.11090729148855141,0.0193500153754942,-0.04992444841004165,-0.0175096845356486
13,-0.2238331448073701,-0.19285545092852996,160.0007321181415,0.10070453996324855,0.01808283698235478,-0.04720398424513328,-0.014858056928586662
14,-0.22411816634096204,-0.1930432831815743,169.9937196312121,0.09183036457766616,0.0217532868087003,-0.04614205082306676,-0.010797212824543012
15,-0.22425066222946824,-0.19178174301414824,179.996641,0.09183036457766616,0.0217532868087003,-0.04614205082306676,-0.010797212824543012
16,-0.22439033420959348,-0.20266739043273418,189.99734409211143,0.08015854827542193,0.02983902846247541,-0.04986012799190968,-0.01279368395358306
17,-0.22455102817025685,-0.1982345341804275,200.00145001827076,0.09517583324779944,0.024673940152953835,-0.04949721914157369,-0.015436053373950372
18,-0.2247344548105488,-0.194082443492437,209.996351,0.09639891075209209,0.024673940152953835,-0.04949721914157369,-0.013975382824446533
19,-0.22481282611919642,-0.19419001408050485,219.997562,0.09639891075209209,0.024673940152953835,-0.04949721914157369,-0.013975382824446533
