idx,f_trunc,f_large,p0,p1,p2,p3,p4
0,-3.0764908078685402,-0.6974277587766653,200.0014713306029,0.06934351453471815,0.05146350404455866,-0.0033508192683302965,-0.0016826617069759188
1,-1.8380110726974201,-0.8060845694842305,189.99260395920936,0.03412775385624769,0.03980819337157494,-0.021939192865102722,-0.01443333642849708
2,-2.6417580312660105,-1.71861943528558,179.99311091974437,0.032104703087570054,0.021321509725224633,-0.0060229786727697306,-0.005716714040195448
3,-2.5235740825794926,-1.6503265260533675,170.00546008515246,0.034365895226751854,0.022865962628266803,-0.006998528183049524,-0.006626134776599991
4,-2.34113576508307,-1.555940771985317,160.00374365701822,0.036697440634340085,0.0242276789029853,-0.007843599945335834,-0.007418817393742916
5,-2.1644264091617456,-1.4596146935468841,149.99871739028603,0.03931313200280917,0.025856108719082817,-0.008901110329654682,-0.008469891373140205
6,-2.0319273887719698,-1.3759282636705148,140.0044879266164,0.042400540037732984,0.02783493341575377,-0.010349956258594008,-0.009827087707042916
7,-1.8252739534272584,-1.2670114796290934,129.99098701402698,0.044762659585411764,0.029178444723052255,-0.011049363859510275,-0.010451638596227575
8,-1.5527803131791884,-1.1464920553095639,120.0062443329675,0.04772244528085561,0.030113089254042914,-0.011343460685357321,-0.011007453993083694
9,-1.3113008438068723,-0.9928177771153398,110.0008512475963,0.04961937061442326,0.03168170111426042,-0.011951122245552993,-0.011267053064222321
10,-1.1262128717507434,-0.9046342041411738,99.9948465678423,0.05379903986940632,0.03300424183524962,-0.01323753501978069,-0.012652953184186267
11,-1.0270884961274276,-0.8341639249261315,89.99451977542094,0.060556932870107986,0.03551541086565368,-0.01680056765216328,-0.016451886859448105
12,-0.9967425926481609,-0.6933352132297352,79.99593920033261,0.06799049438073337,0.04124169548583895,-0.02276127374886877,-0.02199004341166142
13,-0.9000392142808169,-0.6131894058809008,70.00553868577553,0.07284389761844717,0.04504704489518868,-0.024854823279248053,-0.02381312400410969
14,-0.7477137394436234,-0.5326581318687746,59.9912910540404,0.07872871743160723,0.049230860399708115,-0.027352962460330834,-0.025249320244069774
15,-0.5888361339652073,-0.42669871491905564,50.004445886612075,0.08490230091966898,0.055216825220586865,-0.0300013026895548,-0.028141769647778637
16,-0.45084257712245523,-0.3531107469440964,39.990704473281,0.08992409674551526,0.060847822823558516,-0.031439066424415095,-0.0299038231952969
17,-0.34405893994417047,-0.2875701656105422,29.998501213147364,0.09613275161785753,0.07056321133182103,-0.035334721390289425,-0.03272099825048796
