idx,f_trunc,f_large,p0,p1,p2,p3,p4
0,-1.8860898126932455,-1.5642329738108494,149.99167999122432,0.03885625147979438,0.024861986832368087,-0.008464864704432053,-0.00804350869039895
1,-2.069900392149879,-1.6358104774653326,159.99579931258995,0.036419066587026254,0.023599717864389903,-0.007584021249616735,-0.007165885771207423
2,-2.2698270429172083,-1.7680333231952439,169.99186603140333,0.03453885124083035,0.022474588473317146,-0.007005793568224949,-0.006648013498367621
3,-2.448833185806603,-1.884913178613772,180.00499863038826,0.0323462223031241,0.021162916365346073,-0.006263972554196147,-0.0059002138597744015
4,-2.619862319803347,-1.9433999704426486,189.9985201958722,0.03052177119479048,0.02017222136764353,-0.005657004390046958,-0.005336066485409408
5,-2.775279834914613,-2.0362667041703024,200.0070023268854,0.02888709628879959,0.019117450334122175,-0.0050875063919485495,-0.004827684964711026
6,-2.8867055508002495,-2.092170897970706,209.9959984720688,0.027348213489609568,0.01814249050564113,-0.0045677491846368885,-0.004325350030870958
7,-2.967230881070839,-2.1776180706804227,219.9992992059948,0.026047962723855126,0.017211219011936472,-0.0041311787714154655,-0.003921412913740108
8,-3.0479317612625096,-2.199454369774793,230.00337300644293,0.024766562134875908,0.01640671440311313,-0.0037320622785891227,-0.00351613205485938
9,-3.1245142050038295,-2.268553900708507,240.00557056959096,0.023698647388591457,0.01563156067147253,-0.0033951737858072028,-0.0032101896971566063
10,-3.1768982734758575,-2.323072717656717,249.99348138566597,0.022759757096251984,0.01496964625629325,-0.003119084109822382,-0.002959380669953881
11,-3.231438207452708,-2.3561594480488397,259.9997531084142,0.02182964030508243,0.014405908385845746,-0.0028826353054056024,-0.002732353161854424
12,-3.2894349689112445,-2.386059646722987,269.9999993693905,0.020962890985259063,0.013779042896947605,-0.002636774182993653,-0.0024809344845880773
13,-3.348975322707122,-2.4263580988852715,280.00578164921467,0.020170265711730417,0.013268434312115808,-0.0024356712043778995,-0.002306563904829244
14,-3.386723318918484,-2.444407938153353,290.00574232460116,0.019420418695471404,0.012781425250638667,-0.0022448200016467693,-0.0021344266847239854
15,-3.43643492617081,-2.4689550261386892,300.00211164689404,0.018781109127176746,0.012353104088553802,-0.002098297220090344,-0.001987724147274166
16,-3.4839838890561454,-2.502252537522333,310.00428445563824,0.018162651471834792,0.011931573221059723,-0.0019602142477469194,-0.001851127719395908
17,-3.5249397160058527,-2.5447654548984113,320.00213112311246,0.017562180986095688,0.011532456992716593,-0.0018296107393331903,-0.0017346894976524767
18,-3.557874087541645,-2.56417902956628,330.00277915411283,0.01703219229969017,0.011168904779753835,-0.0017157368112940274,-0.0016221568447906064
19,-3.5965822633697058,-2.609692147848761,339.99800087502354,0.01648829370470805,0.010832160796855386,-0.0016141695070422857,-0.001529882805319625
20,-3.6356966407067297,-2.6338267333454524,349.99895094109763,0.0160013432647245,0.010513886807024152,-0.0015179202150761655,-0.0014402349990887625
