1.609274623526044371e-17,1.070522572167175683e-17,2.242586359852101287e-18,1.360384557631977049e-17,1.760583263992086222e-17,2.244178660203018009e-17,1.533334440530622985e-17,1.750230542354454640e-17,1.149392560095722998e-17,5.226362775194273299e-17,1.923582395278476728e-16,1.004775930733495760e-15,4.921583405292591638e-15,2.332233183166609645e-14,1.064484908392335717e-13,4.669291637110293045e-13,1.964335820719020950e-12,7.911298146959285449e-12,3.045870719714955578e-11,1.120175645424137547e-10,3.935560397427722888e-10,1.322232406790944414e-09,4.255903598524596887e-09,1.315593904771792126e-08,3.916050462593107325e-08,1.125117422242392664e-07,3.125195142276384428e-07,8.397258577298264263e-07,2.181354874453001247e-06,5.469085088291409809e-06,1.319982454234344021e-05,3.056486167900760700e-05,6.763038821517790126e-05,1.423513182845973337e-04,2.836155762858312036e-04,5.320810194828121771e-04,9.350270335031736013e-04,1.531548246749884611e-03,2.328569672447159972e-03,3.276685124993302268e-03,4.262559768418454700e-03,5.132205645331533797e-03,5.742482878396792945e-03,6.016734651084214465e-03,5.973592475289010197e-03,5.714172052310729534e-03,5.379046988392541598e-03,5.101159610352163851e-03,4.975782083404899081e-03,5.052559620304921881e-03,5.340930924015002343e-03,5.815860259840695788e-03,6.415911991916764708e-03,7.036645006845847032e-03,7.532666016544901227e-03,7.742937541351639814e-03,7.540788470190761851e-03,6.888380206751705537e-03,5.862787550549582866e-03,4.632734135588676035e-03,3.396075899932115075e-03,2.313061994207629788e-03,1.468608661449049332e-03,8.731739707458721243e-04,4.886597007664519312e-04,2.587458327924208024e-04,1.302405299124062999e-04,6.256167070875857841e-05,2.876153851221471415e-05,1.267933008749367650e-05,5.366202120200787079e-06,2.181720768888926096e-06,8.523523150355241508e-07,3.199993402443748764e-07,1.154299483670504039e-07,3.999148440506824757e-08,1.330047157757074599e-08,4.243920990210333447e-09,1.298572738068555602e-09,3.809561544041742881e-10,1.071654995297690345e-10,2.892109165879571241e-11,7.493182986307757172e-12,1.865369741731936800e-12,4.465029750459630163e-13,1.028392818029840685e-13,2.279657218260471140e-14,4.872799667009387956e-15,9.850085820125475276e-16,2.220751947829942543e-16,1.751658424805826670e-17,4.165351051282858831e-17,1.683682006932886106e-17,1.992502088573058169e-17,1.672261451006670693e-17,8.610438926688705781e-18,5.161695459176044410e-18,1.275733299014909171e-17,6.966281180741388257e-18,2.244960819494243819e-17
1.389179890166418103e-17,7.775915772548749255e-18,7.806772480741333297e-18,9.972972391201902814e-18,1.914337791412499100e-17,1.266830685584031981e-17,2.080001662351598781e-17,2.158468410510611113e-17,1.499704904546647010e-17,4.084784001058122062e-17,1.926635103827245880e-16,9.195466471424497169e-16,4.622506679146667124e-15,2.188269543625364711e-14,9.973675393909732882e-14,4.363071005704667734e-13,1.828106652025719334e-12,7.327400724268284505e-12,2.806925977032812244e-11,1.027537184635982031e-10,3.597022234733453230e-10,1.205903710046888657e-09,3.880028108564131449e-09,1.201132708532760516e-08,3.586150384563131039e-08,1.034565471813370443e-07,2.886577107287997441e-07,7.787675881530404472e-07,2.028783963707605304e-06,5.091488393759484482e-06,1.227141302707410509e-05,2.830268761216242412e-05,6.222118828109253919e-05,1.298405575036404920e-04,2.560608577423004835e-04,4.751070950376895812e-04,8.257369422423415338e-04,1.338854928659893775e-03,2.018477435549536833e-03,2.823466452446707440e-03,3.662768480623029062e-03,4.414371019346057141e-03,4.965301393464869283e-03,5.254403803486741055e-03,5.294810496935639828e-03,5.164734966611474708e-03,4.974346758147084324e-03,4.828068924215049573e-03,4.799147913116655340e-03,4.921985324256418839e-03,5.196641694917504724e-03,5.595103484635494638e-03,6.061973565227425642e-03,6.511152272419950399e-03,6.828901961710792667e-03,6.894534434502291691e-03,6.618984603192663851e-03,5.984847393534198021e-03,5.063212618429320869e-03,3.993063146750879498e-03,2.932351656374482685e-03,2.007322380942143901e-03,1.284357801285228350e-03,7.710295229566618141e-04,4.361563550369063308e-04,2.334838975712960293e-04,1.187321618755234846e-04,5.753161476423430590e-05,2.662247349604761432e-05,1.178336488845011354e-05,4.993943016545147789e-06,2.028369109222227135e-06,7.901742249913969653e-07,2.954573418078138025e-07,1.061052589496643617e-07,3.661262512447719709e-08,1.214062361442924442e-08,3.868351341405865373e-09,1.184087019130295225e-09,3.481047790621974854e-10,9.827559564020071856e-11,2.664376005791068886e-11,6.937719479503044580e-12,1.735373942076184643e-12,4.170673132239476467e-13,9.631897512079067367e-14,2.139518614671074937e-14,4.559076375715226047e-15,9.279525423341549688e-16,1.938174328797382444e-16,1.990482367762606811e-17,2.480026214171613040e-17,9.189340661052007733e-18,2.925277237466447823e-18,1.199832356847325332e-17,2.007325206362533099e-17,1.223531624703679044e-17,1.132771521105474069e-17,1.862841746207209936e-17,8.379370294933305845e-18
2.366409004520390749e-17,3.785724393314264930e-18,1.469653026013214316e-17,1.645328661052812704e-17,9.709021521000772303e-18,1.002228620542994471e-17,2.376694072360833870e-17,1.830940473792750324e-17,1.176974696058147108e-17,2.267858360221756083e-17,1.910039001612076066e-16,8.492817517362086478e-16,4.335186329587899867e-15,2.050762287161494303e-14,9.334980445300931818e-14,4.072334329067919104e-13,1.699434538672139923e-12,6.778879662516295313e-12,2.583762459357618660e-11,9.414764744980944145e-11,3.283849735108732112e-10,1.098572095130027817e-09,3.533453273772747119e-09,1.095447855116177636e-08,3.280553292130363408e-08,9.502934304348437885e-08,2.663326396797358610e-07,7.214485826453056282e-07,1.884793225091740687e-06,4.734627871388320923e-06,1.139529717468567581e-05,2.617757186872893274e-05,5.717633797667410247e-05,1.182809692821942203e-04,2.308726938615785396e-04,4.236142542928569539e-04,7.280619912242185980e-04,1.168407684835166653e-03,1.746562418343971992e-03,2.428609323304862025e-03,3.142159749741333091e-03,3.791715097505160385e-03,4.289469008270599230e-03,4.587822967377276455e-03,4.696563527092077403e-03,4.675999886091929125e-03,4.611209268723835512e-03,4.581653541867274776e-03,4.639794734562190624e-03,4.804529941233443707e-03,5.066128695466376800e-03,5.393966011571097417e-03,5.739677837787354568e-03,6.035840226284244596e-03,6.198378259072580276e-03,6.141938774877720580e-03,5.808372457678280705e-03,5.195404216114196672e-03,4.367083830048569711e-03,3.436387590783959896e-03,2.527711543513856077e-03,1.739060256918076395e-03,1.121407488752929667e-03,6.798118799598208304e-04,3.887599308187377031e-04,2.104235826013308949e-04,1.081138191477114399e-04,5.284647066053508376e-05,2.461516956165738930e-05,1.093854159023694969e-05,4.642311227965823992e-06,1.883684699415188594e-06,7.317160904818355866e-07,2.724965308786174796e-07,9.742702957017289844e-08,3.348260206110207985e-08,1.106974570333897165e-08,3.522111936905384471e-09,1.078489445763044723e-09,3.177301848783609660e-10,9.002258897569742537e-11,2.451859417609867682e-11,6.416407715361003686e-12,1.612689699552521639e-12,3.891565456432252819e-13,9.011658102288749490e-14,2.005298012951639856e-14,4.260904625713616424e-15,8.820910696234940512e-16,1.597022792690701755e-16,3.842132320780465184e-17,7.792245220083851371e-18,2.372064325904147767e-17,2.194979250852914707e-17,2.148238025984414112e-17,2.786052207854384104e-17,1.713868814916971684e-17,1.236690290004475061e-17,3.121844883725895609e-17,1.316037778820111413e-17
1.899224337069730298e-17,6.880010550777850821e-18,1.433121895495216698e-17,1.606878239714905669e-17,5.329057317916823336e-18,1.294662109387314491e-17,1.223736756770541137e-17,9.226652019293247347e-18,6.155077345806733645e-18,1.137651062090531184e-17,1.801001862687365054e-16,8.039838909303290968e-16,4.056588460835844075e-15,1.919948763036400443e-14,8.728752617557534871e-14,3.796762173874540920e-13,1.578088931083565831e-12,6.264417857014087344e-12,2.375674863638348201e-11,8.616575318560221289e-11,2.994617983397082237e-10,9.997030175794354172e-10,3.214407259682547171e-09,9.980196585372451218e-09,2.997904947611829073e-08,8.719851306695004574e-08,2.454770505295947418e-07,6.676339671104567432e-07,1.749110263165980313e-06,4.397892888819549583e-06,1.056984518520617281e-05,2.418445617948138389e-05,5.247923178469869702e-05,1.076192244335495452e-04,2.078915060317817500e-04,3.771699609037486669e-04,6.409582891380300991e-04,1.017987972342439783e-03,1.508703131606878300e-03,2.085453614642848036e-03,2.691400455801594427e-03,3.252912946172978673e-03,3.703087764257020822e-03,4.006154480749306301e-03,4.170264800254573460e-03,4.242011305414537803e-03,4.285971414001711784e-03,4.359856127867067256e-03,4.496587762383577082e-03,4.699456666594968753e-03,4.948648296734657615e-03,5.211267172617727733e-03,5.446803923431117224e-03,5.606645823821771596e-03,5.634406242413409448e-03,5.475519411119515040e-03,5.096947312981942556e-03,4.507140307402861604e-03,3.762422244437191917e-03,2.953101379373128041e-03,2.175477895731191789e-03,1.504235147697927490e-03,9.776185763963982523e-04,5.985235535352377220e-04,3.460572832431796537e-04,1.894111607930830919e-04,9.833327399589843415e-05,4.848962436920760405e-05,2.273446573297978628e-05,1.014318177734510833e-05,4.310683017768225627e-06,1.747392023349393638e-06,6.768417337348826130e-07,2.510487730986276270e-07,8.936314958649110721e-08,3.058767979458813065e-08,1.008259295487941615e-08,3.203426761516360627e-09,9.812476843757669349e-10,2.896909948746799620e-10,8.237309865317685105e-11,2.253854092250545343e-11,5.927899138125162873e-12,1.497090780641069338e-12,3.627273987886186043e-13,8.423422391851225368e-14,1.876504131597639117e-14,3.986575384566652898e-15,8.375470767684407730e-16,1.353991142352231689e-16,5.341639246143574280e-17,2.432861761777884217e-17,2.285180501825615444e-17,2.544449328587511473e-17,1.671232804730010782e-17,1.982299240779321173e-17,8.997853163816002203e-18,1.821732132698536884e-17,2.568999827584147253e-17,2.380631497248739722e-17
7.508406676801974303e-18,6.405904503159267032e-18,7.908995549509933406e-18,7.747503589969888626e-18,1.716223242149699676e-17,5.483226609043170951e-18,1.268012649721039621e-17,1.717108126762467773e-17,2.161359703028839480e-17,1.831458987659058906e-17,1.589560518593897436e-16,7.771277408888091686e-16,3.787145161333234194e-15,1.796020001347879479e-14,8.154029709395031943e-14,3.536050634725941296e-13,1.463816990204193569e-12,5.782663945731167011e-12,2.181950024723196874e-11,7.877456668057821862e-11,2.727922298255315341e-10,9.087729297091820935e-10,2.921158906012073113e-09,9.083395246856312096e-09,2.736872122328991425e-08,7.993260456555608829e-08,2.260230268402069735e-07,6.171849154626824434e-07,1.621449218108029179e-06,4.080635760482351874e-06,9.793337030919304099e-06,2.231811047256566778e-05,4.811308804957767767e-05,9.780258304853620545e-05,1.869625279991478926e-04,3.353619692676380513e-04,5.634461197676261541e-04,8.855410319091744104e-04,1.301123427025127665e-03,1.787946275359181747e-03,2.302050523984208383e-03,2.787740642689710835e-03,3.195397488645317779e-03,3.499544647114366264e-03,3.708035304296681319e-03,3.857228281064657965e-03,3.995151957577215175e-03,4.160651889398171883e-03,4.368343687544090463e-03,4.605943621530833240e-03,4.843365374251866994e-03,5.045759228899875971e-03,5.181136253924430342e-03,5.219660511971896399e-03,5.130696925900812312e-03,4.886359917452042130e-03,4.473714315181916319e-03,3.908312972319833746e-03,3.238368687976171841e-03,2.534495108047337460e-03,1.869575150586003575e-03,1.299146441055969896e-03,8.510132366753096322e-04,5.262312031673279560e-04,3.076563441776715077e-04,1.702983826636231344e-04,8.933924192408455856e-05,4.444442899341210661e-05,2.097507574633690147e-05,9.395530522148571749e-06,3.998399223227308018e-06,1.619201630011264774e-06,6.254105132011756136e-07,2.310450104341403035e-07,8.188157912090810313e-08,2.791430758283102577e-08,9.174026806309454356e-09,2.910560564770507695e-09,8.918409539491104669e-10,2.638481910779400800e-10,7.529399995948121813e-11,2.069651774067778583e-11,5.470817626436122212e-12,1.388333024357689945e-12,3.377361778736564431e-13,7.866489419699594058e-14,1.753415436106267961e-14,3.737199044719471043e-15,7.849939636457775096e-16,1.292647672936158026e-16,5.046497337605372831e-17,1.866982355895981449e-17,9.595434106783926246e-18,1.218380909714115007e-17,7.017683745671067878e-18,1.245434138462172074e-17,7.958823676827114342e-18,2.251748332009483650e-17,8.058487321304822502e-18,1.854167732543450633e-17
2.528705650874936002e-17,4.336985954542089875e-18,1.301861317855150068e-17,9.424993125835773097e-19,1.862875578779413053e-17,1.150641434087199868e-17,2.671258335335750797e-17,2.224305572182469218e-17,2.811955775607847490e-17,2.757685626748641022e-17,1.337920850480773941e-16,7.492319652780190275e-16,3.531315196413028201e-15,1.678788963835197332e-14,7.609103497786603077e-14,3.289836460124509667e-13,1.356354435826122592e-12,5.332234013193322840e-12,2.001873483787221454e-11,7.194097233266040726e-11,2.482386531743542459e-10,8.252720487771169827e-10,2.652026373733004224e-09,8.259125403416641373e-09,2.496150029372836620e-08,7.320053083278727969e-08,2.079024994574253876e-07,5.699598808687280992e-07,1.501513655922844540e-06,3.782178744868221847e-06,9.063982582493052459e-06,2.057318246508388934e-05,4.406108414483819578e-05,8.877923463425582977e-05,1.679365308639651859e-04,2.977994617196774783e-04,4.946106467100697558e-04,7.691731670955646557e-04,1.120380363232459766e-03,1.530612477559992407e-03,1.966513884845562301e-03,2.387011676557968583e-03,2.756711824767694909e-03,3.059074253465043827e-03,3.302675545308397537e-03,3.516514017026494028e-03,3.735450240824937217e-03,3.982048659912342838e-03,4.253828452343100773e-03,4.523079587537197875e-03,4.749349649401967029e-03,4.896127375827429191e-03,4.940469476802187426e-03,4.871137089747668708e-03,4.681361728414071451e-03,4.366242766399785862e-03,3.928650426017463171e-03,3.388292094390041136e-03,2.785125997192399675e-03,2.172710088607617777e-03,1.604501953071063190e-03,1.120420955948076350e-03,7.397715298751145587e-04,4.620657335772048423e-04,2.731869054469096927e-04,1.529430432938656468e-04,8.108166506164967780e-05,4.069432303646298342e-05,1.933163340954918491e-05,8.693773671846946109e-06,3.704772197866826336e-06,1.498813106282345995e-06,5.772786278030953770e-07,2.124158152355576705e-07,7.495056825654895711e-08,2.544919919850127686e-08,8.339042068252774619e-09,2.641827555130283565e-09,8.097626960905420098e-10,2.400658863330515505e-10,6.875263804719411071e-11,1.898546184237599870e-11,5.043770456601198437e-12,1.286153689596876636e-12,3.141403983430342879e-13,7.339148699825739431e-14,1.636829879349397773e-14,3.505134985853384316e-15,7.226390436374545151e-16,1.377026897147390052e-16,3.336334076578471230e-17,5.587798982732505145e-18,1.782948192507671996e-17,8.522712357694823072e-18,1.649837551912070682e-17,2.846109259846424238e-17,2.165290353350164421e-17,1.925157183825170566e-17,1.548099845645164349e-17,1.527620474527088906e-17
2.845841020159442817e-17,5.175492263063351943e-18,1.857105553256507246e-17,4.001667148638787988e-18,8.347733513983088500e-18,1.719411979044752793e-17,2.360447775381840488e-17,1.393088997278642406e-17,2.004150816383450773e-17,3.891012084561514267e-17,1.146633669057035597e-16,7.021309589392684952e-16,3.294578618480246681e-15,1.567658350492109634e-14,7.092300664008815414e-14,3.057646524438772106e-13,1.255437375473695448e-12,4.911716136532197662e-12,1.834735017643473778e-11,6.563240667320347794e-11,2.256670156461740786e-10,7.487066447315776559e-10,2.405384235032145238e-09,7.502596083532633660e-09,2.274468597541671697e-08,6.697174674407051155e-08,1.910477062628711663e-07,5.258157269563915581e-07,1.388999271691309500e-06,3.501820638745592054e-06,8.379938610030975249e-06,1.894424340048848191e-05,4.030647760732242819e-05,8.049858951653427624e-05,1.506703963626423797e-04,2.641137776128030983e-04,4.336016909997602708e-04,6.671472693402706686e-04,9.633493174501674529e-04,1.308523131177348952e-03,1.677985227088212928e-03,2.042508778777291957e-03,2.378349345180379160e-03,2.676703975005289074e-03,2.947632546513773849e-03,3.215121734580232617e-03,3.503742604032673933e-03,3.822085990485792149e-03,4.151754890441342744e-03,4.449860010143828412e-03,4.665572313957317384e-03,4.760989582243132373e-03,4.722612072636505481e-03,4.557493441665930525e-03,4.280907880099964723e-03,3.907626459295380356e-03,3.452658750203344701e-03,2.937497970112391311e-03,2.393895289009087112e-03,1.860687566926973223e-03,1.375299561669635897e-03,9.649979213961453525e-04,6.422263900526819667e-04,4.052215691084784304e-04,2.423010386053363449e-04,1.372094118296287018e-04,7.351195012421669743e-05,3.722293511614460350e-05,1.779873410667602313e-05,8.036053987123496637e-06,3.429092342544440467e-06,1.385917859346534970e-06,5.323003183011577575e-07,1.950918886901178983e-07,6.853884873213269669e-08,2.317940072263788756e-08,7.572789337729084219e-09,2.395598519945702937e-09,7.345227796977096782e-10,2.182119761993161142e-10,6.271701511744858992e-11,1.739837195638503767e-11,4.645357294791305040e-12,1.190279328156422533e-12,2.918970964990231759e-13,6.839400496231219327e-14,1.527372155226039074e-14,3.279196269325280166e-15,6.578839409582787772e-16,1.464605076238404630e-16,1.991162870195762733e-17,2.821825916193720975e-17,2.478178503891263312e-17,1.902559893670898738e-17,1.579676901050234896e-17,3.324869700772248069e-17,2.243073571143891766e-17,1.054798238080511528e-17,2.262656169042547484e-17,2.277972439544087832e-17
9.992328538726776054e-18,6.379491154278126190e-18,1.237054086834233101e-17,4.437666600100785935e-18,7.911697018507238410e-18,9.160521375742008485e-18,7.576156965222271183e-18,1.077775121360709705e-17,1.412660977929062060e-17,4.401724323950037646e-17,1.085054666508337992e-16,6.333193493941740760e-16,3.078737452866661045e-15,1.461947774360385531e-14,6.602711081087155090e-14,2.838913576433045994e-13,1.160807999831715633e-12,4.519682972715510198e-12,1.679832767084513746e-11,5.981703357355512638e-11,2.049474181990573143e-10,6.786008844739762303e-10,2.179669119827252004e-09,6.809191624428513567e-09,2.070597660267841355e-08,6.121639929262637994e-08,1.753915998204956840e-07,4.846087585628224677e-07,1.283596399324022759e-06,3.238842946904967833e-06,7.739324609997822146e-06,1.742582987419501138e-05,3.683271348769568516e-05,7.291152394265482638e-05,1.350275509338027223e-04,2.339587819765119028e-04,3.796327262371879813e-04,5.778769449258431461e-04,8.272070635512902576e-04,1.117259975091455934e-03,1.430394260863261744e-03,1.746913247900302611e-03,2.052561878712477837e-03,2.345216545107784226e-03,2.636963494220119237e-03,2.948677742821779156e-03,3.297077068210644852e-03,3.678833609998344214e-03,4.060780544146679050e-03,4.385183589551497861e-03,4.590903255135747943e-03,4.638896573987934431e-03,4.525389054672976537e-03,4.275313723030161120e-03,3.924229530639753057e-03,3.503617225260403749e-03,3.037517379685188233e-03,2.547334444906760795e-03,2.056808481749735403e-03,1.592114897731821549e-03,1.177517759881153330e-03,8.301120598492824684e-04,5.568573669470810224e-04,3.549552424921527741e-04,2.146731976815860758e-04,1.229685363505241805e-04,6.658316374446612937e-05,3.401417553948333632e-05,1.637097244397542253e-05,7.420486096094654981e-06,3.170634205348240302e-06,1.280201701459267370e-06,4.903289647221798917e-07,1.790045047022930503e-07,6.261579930424305956e-08,2.109234701712017961e-08,6.870593108785572250e-09,2.170306488491030659e-09,6.656492715446255082e-10,1.981586799169695532e-10,5.715594797154741019e-11,1.592834584442268313e-11,4.274178479336596343e-12,1.100437661792492558e-12,2.709594890837858618e-13,6.365937514287695593e-14,1.424870883302959168e-14,3.053042408994609759e-15,6.021440423711718360e-16,1.417167115534062470e-16,1.440118963665259485e-17,3.062870697322558542e-17,1.681984451483722667e-17,1.537822527978928978e-17,2.427503476472951707e-18,2.182248960431845202e-17,9.706306824929677189e-18,1.496664639515364474e-17,1.505619714897944338e-17,1.953614392139264748e-17
1.843640170606802986e-17,5.947624690558379856e-18,1.022350173324120152e-17,5.382639099930665000e-18,2.038847457478663299e-17,7.116717238131735302e-18,1.975046836142266653e-17,2.173036135823548523e-17,2.264582756741260916e-17,3.415330376447531489e-17,1.127154756532772975e-16,5.589037218919427507e-16,2.879323212341201342e-15,1.361322495565078722e-14,6.140263035061058183e-14,2.633047994508711148e-13,1.072211493976151489e-12,4.154710542133870317e-12,1.536476232139831443e-11,5.446389459501996347e-11,1.859545927646406687e-10,6.144982722719847743e-10,1.973384034293292399e-09,6.174484969608909808e-09,1.883351138245005457e-08,5.590545448654963059e-08,1.608682047136706608e-07,4.461956528102745915e-07,1.184992324095662616e-06,2.992515612808502718e-06,7.140237427209988972e-06,1.601248174320100341e-05,3.362351831861967976e-05,6.597058167753226557e-05,1.208782735375934857e-04,2.070109205526353521e-04,3.319792273971208687e-04,4.999195679591313677e-04,7.094134538026656851e-04,9.528792918604052104e-04,1.218348949222304231e-03,1.493733514532882573e-03,1.772461851706499730e-03,2.058157299176745572e-03,2.365297268590932627e-03,2.713162539160893314e-03,3.112666797407194572e-03,3.550389620839700111e-03,3.979505994686279025e-03,4.327849807984073677e-03,4.524109231277291705e-03,4.528332298338683982e-03,4.346644126028489930e-03,4.021347560067305670e-03,3.606595505792751632e-03,3.147936735636202611e-03,2.675824628620525249e-03,2.210119394359564941e-03,1.766858964596956837e-03,1.361370190823857785e-03,1.007179313868548530e-03,7.132753872402053733e-04,4.822834293656017924e-04,3.105834261442845371e-04,1.900000497407732512e-04,1.100984370849538308e-04,6.025018821666226120e-05,3.105231527418083319e-05,1.504297607925530331e-05,6.845170244155905065e-06,2.928662137034929724e-06,1.181347232778285680e-06,4.512180801319556728e-07,1.640859007977596764e-07,5.715158615017213374e-08,1.917590766207633100e-08,6.227965925621052885e-09,1.964451063704240040e-09,6.026898048145057548e-10,1.797829764664064192e-10,5.203919513145133856e-11,1.456861582962231373e-11,3.928843539052103113e-12,1.016365364190891456e-12,2.512753304378361149e-13,5.918565879984395425e-14,1.328307910926302469e-14,2.830024902600497022e-15,5.623755766526272963e-16,1.216229405040343483e-16,8.389420838953405223e-18,1.098932027805078473e-17,9.047576780085670897e-18,2.437161985884031755e-18,1.257074286520470964e-17,1.937564622132407228e-17,1.350296408713709984e-17,2.303449604447792286e-17,5.794487697066321297e-18,1.613180622485543263e-17
3.273012463622345552e-17,2.039572225066102417e-18,2.449842880271446518e-17,1.336092324656323783e-18,2.175399789890395071e-17,1.899528128305294496e-17,2.667084692970935488e-17,1.976845719466538616e-17,1.912848479315847427e-17,1.284264049069516761e-17,1.177519367162360598e-16,5.021163845023844923e-16,2.687736088348202258e-15,1.265962808025738848e-14,5.705067380665377578e-14,2.439512647176943527e-13,9.893879832738047383e-13,3.815395946247604369e-12,1.403988850008104048e-11,4.954303185233643126e-11,1.685682709658552344e-10,5.559627244835883015e-10,1.785101471770631698e-09,5.594247475164423874e-09,1.711590297835616552e-08,5.101080216056534794e-08,1.474129267676986709e-07,4.104342923572523531e-07,1.092873396789902059e-06,2.762102301775332852e-06,6.580764657774269183e-06,1.469877616288470338e-05,3.066298122907176884e-05,5.963013514933819623e-05,1.080998903650162219e-04,1.829690063213486664e-04,2.899764995478563176e-04,4.319685496921265829e-04,6.076922578818919020e-04,8.118751321012162387e-04,1.037078917684220586e-03,1.277234377550015478e-03,1.531950130626347001e-03,1.809774442362818356e-03,2.127794924420839048e-03,2.504890678328179285e-03,2.947882827754360040e-03,3.434878796053989370e-03,3.906474058149158289e-03,4.276557768954736098e-03,4.463853373854536136e-03,4.427715224246168979e-03,4.184241673452546335e-03,3.792507802451125596e-03,3.323634576625358796e-03,2.834887112021631031e-03,2.360942271136590165e-03,1.919014275508684145e-03,1.517832001605076741e-03,1.163466696729206166e-03,8.607438586642049199e-04,6.122582600160050023e-04,4.172551018931635594e-04,2.714805236174282210e-04,1.680000759001315481e-04,9.848420084669832326e-05,5.446984086154720332e-05,2.832205295122507059e-05,1.380943581741295491e-05,6.308204835767140670e-06,2.702435494925315690e-06,1.089036020647981771e-06,4.148222022163281370e-07,1.502696181167505735e-07,5.211727983891378806e-08,1.741842318751846339e-08,5.640618930380686197e-09,1.776601551684391526e-09,5.452125804160299075e-10,1.629669406461476101e-10,4.733755665665133808e-11,1.331258210773264896e-11,3.607979851379056347e-12,9.378067375812110763e-13,2.327890713127552605e-13,5.497666214479592192e-14,1.236421001951533944e-14,2.620321783354913434e-15,5.356520361105787599e-16,9.661881529359935763e-17,2.566377687673318756e-17,1.453627063256009868e-17,1.656599083914458930e-17,8.785012343072063366e-18,1.580481393684224301e-17,3.147346326075426142e-17,2.596820260991042122e-17,2.088759909775033262e-17,1.377197856597355077e-17,2.538895824368389294e-17
