0,1,2
"(38, 2)","(43, 5)","(19, 5)"
"(38, 3)","(43, 6)","(19, 6)"
"(17, 12)","(23, 8)","(10, 18)"
"(4, 31)","(1, 48)","(8, 32)"
"(4, 32)","(8, 31)","(1, 31)"
"(7, 26)","(17, 12)","(11, 24)"
"(2, 40)","(5, 37)","(5, 32)"
"(3, 40)","(6, 37)","(6, 32)"
"(57, 0)","(42, 1)","(55, 1)"
"(15, 12)","(12, 16)","(9, 18)"
"(9, 18)","(15, 12)","(18, 9)"
"(2, 41)","(5, 29)","(5, 40)"
"(0, 63)","(1, 43)","(1, 41)"
"(3, 41)","(6, 29)","(6, 40)"
"(26, 5)","(24, 9)","(30, 4)"
"(1, 46)","(4, 34)","(4, 33)"
"(26, 6)","(24, 10)","(25, 10)"
"(10, 18)","(17, 12)","(17, 13)"
"(4, 33)","(8, 24)","(1, 46)"
"(0, 64)","(1, 45)","(1, 65)"
"(24, 8)","(9, 18)","(18, 9)"
"(30, 4)","(18, 8)","(45, 1)"
"(1, 47)","(4, 37)","(4, 32)"
"(2, 42)","(5, 28)","(5, 30)"
"(3, 42)","(6, 28)","(6, 30)"
"(1, 48)","(4, 31)","(4, 40)"
"(58, 0)","(45, 1)","(30, 4)"
"(31, 4)","(43, 1)","(32, 8)"
"(13, 14)","(18, 11)","(13, 15)"
"(13, 13)","(15, 16)","(20, 8)"
"(4, 34)","(1, 46)","(8, 35)"
"(14, 13)","(11, 18)","(19, 8)"
"(14, 14)","(19, 11)","(14, 15)"
"(4, 35)","(1, 45)","(8, 34)"
"(43, 1)","(31, 4)","(38, 4)"
"(18, 9)","(39, 2)","(13, 16)"
"(39, 2)","(18, 9)","(28, 5)"
"(39, 3)","(28, 6)","(25, 6)"
"(0, 65)","(1, 53)","(1, 64)"
"(32, 4)","(31, 8)","(42, 1)"
"(27, 5)","(19, 9)","(14, 16)"
"(18, 10)","(13, 17)","(9, 19)"
"(27, 6)","(19, 10)","(14, 17)"
"(13, 15)","(18, 11)","(25, 7)"
"(4, 36)","(8, 21)","(1, 45)"
"(11, 18)","(16, 13)","(14, 13)"
"(14, 15)","(19, 11)","(14, 14)"
"(14, 16)","(27, 5)","(19, 9)"
"(13, 16)","(18, 9)","(15, 12)"
"(25, 7)","(13, 15)","(18, 11)"
"(1, 49)","(4, 37)","(1, 47)"
"(7, 27)","(11, 19)","(16, 14)"
"(9, 19)","(13, 17)","(15, 14)"
"(59, 0)","(44, 1)","(33, 4)"
"(40, 2)","(29, 5)","(19, 9)"
"(14, 17)","(40, 3)","(29, 6)"
"(4, 37)","(1, 49)","(13, 17)"
"(14, 17)","(40, 3)","(29, 6)"
"(10, 19)","(17, 14)","(17, 15)"
"(18, 11)","(13, 15)","(25, 7)"
"(13, 17)","(18, 10)","(9, 19)"
"(33, 4)","(44, 1)","(59, 0)"
"(28, 5)","(39, 2)","(41, 2)"
"(28, 6)","(39, 3)","(41, 3)"
"(29, 5)","(40, 2)","(19, 9)"
"(2, 43)","(5, 29)","(2, 41)"
"(3, 43)","(6, 29)","(3, 41)"
"(29, 6)","(40, 3)","(27, 6)"
"(26, 7)","(24, 11)","(22, 11)"
"(5, 28)","(2, 42)","(15, 13)"
"(6, 28)","(3, 42)","(3, 39)"
"(15, 13)","(44, 1)","(35, 4)"
"(16, 14)","(17, 17)","(16, 15)"
"(44, 1)","(15, 13)","(35, 4)"
"(5, 29)","(2, 43)","(15, 14)"
"(6, 29)","(3, 43)","(3, 41)"
"(15, 14)","(9, 19)","(9, 22)"
"(16, 13)","(11, 18)","(17, 16)"
"(17, 14)","(16, 17)","(17, 15)"
"(34, 4)","(45, 1)","(60, 0)"
"(19, 9)","(27, 5)","(17, 13)"
"(17, 13)","(16, 16)","(10, 21)"
"(60, 0)","(34, 4)","(45, 1)"
"(16, 15)","(17, 17)","(11, 19)"
"(9, 20)","(15, 16)","(2, 44)"
"(8, 25)","(9, 21)","(4, 39)"
"(45, 1)","(34, 4)","(60, 0)"
"(3, 44)","(10, 20)","(17, 16)"
"(19, 10)","(17, 14)","(27, 6)"
"(15, 15)","(9, 22)","(9, 19)"
"(2, 44)","(15, 16)","(5, 33)"
"(35, 4)","(44, 1)","(41, 2)"
"(17, 15)","(16, 17)","(17, 14)"
"(3, 44)","(10, 20)","(17, 16)"
"(41, 2)","(35, 4)","(28, 5)"
"(41, 3)","(28, 6)","(25, 6)"
"(15, 16)","(9, 20)","(2, 44)"
"(19, 11)","(27, 7)","(16, 15)"
"(16, 16)","(17, 13)","(17, 12)"
"(9, 22)","(15, 15)","(15, 14)"
"(15, 17)","(9, 23)","(22, 10)"
"(9, 21)","(8, 25)","(15, 13)"
"(11, 19)","(16, 15)","(10, 23)"
"(10, 21)","(17, 13)","(6, 30)"
"(10, 22)","(17, 14)","(17, 15)"
"(46, 1)","(35, 4)","(33, 4)"
"(61, 0)","(40, 1)","(48, 1)"
"(17, 16)","(10, 20)","(16, 13)"
"(10, 23)","(17, 17)","(11, 19)"
"(5, 30)","(20, 9)","(2, 45)"
"(6, 30)","(3, 45)","(10, 21)"
"(9, 23)","(15, 17)","(22, 10)"
"(8, 26)","(9, 24)","(12, 24)"
"(20, 9)","(25, 8)","(5, 30)"
"(27, 7)","(19, 11)","(10, 23)"
"(1, 50)","(4, 51)","(0, 51)"
"(62, 0)","(53, 1)","(48, 1)"
"(63, 0)","(47, 1)","(52, 1)"
"(16, 17)","(17, 15)","(21, 10)"
"(1, 51)","(4, 50)","(0, 50)"
"(1, 52)","(0, 66)","(4, 53)"
"(1, 53)","(4, 52)","(0, 52)"
"(17, 17)","(10, 23)","(16, 15)"
"(20, 10)","(22, 11)","(25, 6)"
"(21, 9)","(47, 1)","(36, 4)"
"(4, 38)","(1, 43)","(1, 51)"
"(22, 9)","(15, 16)","(35, 5)"
"(47, 1)","(21, 9)","(36, 4)"
"(2, 45)","(5, 30)","(5, 35)"
"(3, 45)","(6, 30)","(6, 35)"
"(64, 0)","(50, 1)","(45, 1)"
"(48, 1)","(62, 0)","(47, 4)"
"(22, 10)","(20, 11)","(28, 7)"
"(21, 10)","(23, 11)","(16, 17)"
"(28, 7)","(22, 10)","(20, 11)"
"(29, 7)","(21, 11)","(23, 10)"
"(23, 9)","(11, 21)","(10, 24)"
"(11, 20)","(10, 21)","(16, 16)"
"(36, 4)","(47, 1)","(27, 8)"
"(11, 21)","(10, 24)","(23, 9)"
"(9, 24)","(5, 33)","(8, 26)"
"(23, 10)","(21, 11)","(11, 22)"
"(0, 66)","(1, 52)","(1, 65)"
"(37, 4)","(35, 8)","(20, 8)"
"(0, 67)","(1, 58)","(1, 69)"
"(11, 22)","(21, 11)","(10, 23)"
"(42, 2)","(36, 5)","(32, 5)"
"(42, 3)","(21, 11)","(11, 22)"
"(20, 11)","(22, 10)","(15, 17)"
"(10, 24)","(11, 21)","(6, 33)"
"(5, 31)","(2, 48)","(9, 32)"
"(6, 31)","(3, 48)","(10, 32)"
"(5, 32)","(2, 47)","(9, 31)"
"(6, 32)","(3, 47)","(10, 31)"
"(11, 23)","(10, 22)","(16, 17)"
"(2, 46)","(5, 34)","(5, 33)"
"(3, 46)","(6, 34)","(6, 33)"
"(25, 8)","(20, 9)","(39, 4)"
"(22, 11)","(20, 10)","(15, 15)"
"(49, 1)","(36, 4)","(40, 4)"
"(21, 11)","(23, 10)","(17, 17)"
"(2, 47)","(5, 32)","(5, 37)"
"(3, 47)","(6, 32)","(6, 37)"
"(23, 11)","(21, 10)","(11, 23)"
"(5, 33)","(9, 24)","(9, 20)"
"(4, 39)","(0, 68)","(8, 25)"
"(6, 33)","(10, 24)","(10, 20)"
"(0, 68)","(4, 39)","(8, 25)"
"(2, 48)","(5, 31)","(5, 47)"
"(3, 48)","(6, 31)","(6, 47)"
"(7, 28)","(11, 42)","(11, 18)"
"(7, 29)","(11, 41)","(11, 19)"
"(65, 0)","(51, 1)","(64, 1)"
"(0, 69)","(1, 56)","(1, 49)"
"(26, 8)","(24, 9)","(22, 9)"
"(8, 27)","(12, 19)","(4, 37)"
"(0, 70)","(1, 55)","(1, 68)"
"(11, 24)","(16, 21)","(16, 18)"
"(24, 9)","(26, 8)","(24, 12)"
"(30, 5)","(18, 12)","(12, 18)"
"(5, 34)","(2, 46)","(9, 35)"
"(6, 34)","(3, 46)","(10, 35)"
"(5, 35)","(9, 34)","(2, 45)"
"(30, 6)","(18, 10)","(45, 3)"
"(6, 35)","(10, 34)","(3, 45)"
"(24, 10)","(20, 11)","(18, 17)"
"(12, 18)","(30, 5)","(18, 12)"
"(50, 1)","(51, 4)","(64, 0)"
"(51, 1)","(65, 0)","(50, 4)"
"(38, 4)","(43, 1)","(53, 1)"
"(43, 2)","(31, 5)","(38, 5)"
"(43, 3)","(31, 6)","(38, 6)"
"(2, 49)","(5, 37)","(5, 32)"
"(3, 49)","(6, 37)","(6, 32)"
"(1, 54)","(4, 39)","(4, 42)"
"(5, 36)","(18, 12)","(30, 5)"
"(52, 1)","(27, 8)","(53, 4)"
"(6, 36)","(10, 21)","(10, 33)"
"(31, 5)","(32, 9)","(43, 2)"
"(18, 12)","(30, 5)","(12, 18)"
"(7, 30)","(11, 18)","(11, 33)"
"(31, 6)","(32, 10)","(32, 3)"
"(53, 1)","(52, 4)","(62, 0)"
"(24, 11)","(20, 10)","(26, 7)"
"(32, 5)","(31, 9)","(31, 2)"
"(27, 8)","(19, 12)","(36, 4)"
"(32, 6)","(31, 10)","(31, 3)"
"(5, 37)","(9, 27)","(2, 47)"
"(6, 37)","(10, 27)","(3, 47)"
"(0, 71)","(1, 72)","(1, 58)"
"(0, 72)","(1, 56)","(1, 71)"
"(28, 8)","(39, 4)","(54, 1)"
"(29, 8)","(40, 4)","(19, 12)"
"(44, 2)","(33, 5)","(35, 5)"
"(44, 3)","(33, 6)","(35, 6)"
"(7, 31)","(11, 32)","(11, 37)"
"(1, 55)","(0, 76)","(4, 46)"
"(0, 73)","(1, 54)","(1, 76)"
"(33, 5)","(44, 2)","(35, 5)"
"(7, 32)","(11, 31)","(11, 27)"
"(4, 41)","(1, 56)","(8, 29)"
"(33, 6)","(44, 3)","(46, 3)"
"(0, 74)","(4, 40)","(1, 58)"
"(4, 40)","(0, 74)","(8, 37)"
"(12, 19)","(8, 27)","(4, 41)"
"(39, 4)","(28, 8)","(54, 1)"
"(45, 2)","(34, 5)","(39, 4)"
"(45, 3)","(34, 6)","(30, 6)"
"(19, 12)","(27, 8)","(29, 8)"
"(9, 25)","(18, 16)","(5, 39)"
"(0, 75)","(4, 41)","(1, 56)"
"(30, 7)","(35, 6)","(18, 11)"
"(7, 33)","(11, 24)","(11, 30)"
"(0, 76)","(1, 55)","(1, 73)"
"(10, 25)","(6, 39)","(17, 18)"
"(34, 5)","(45, 2)","(33, 9)"
"(34, 6)","(45, 3)","(33, 10)"
"(2, 50)","(5, 51)","(5, 37)"
"(3, 50)","(6, 51)","(6, 37)"
"(1, 56)","(4, 41)","(0, 75)"
"(2, 51)","(5, 50)","(5, 40)"
"(3, 51)","(6, 50)","(6, 40)"
"(35, 5)","(46, 2)","(44, 2)"
"(46, 3)","(35, 6)","(33, 6)"
"(2, 52)","(5, 53)","(9, 26)"
"(3, 52)","(6, 53)","(6, 36)"
"(2, 53)","(5, 52)","(5, 33)"
"(3, 53)","(6, 52)","(6, 33)"
"(4, 42)","(8, 28)","(9, 26)"
"(46, 2)","(35, 5)","(22, 12)"
"(13, 18)","(20, 12)","(18, 13)"
"(12, 20)","(15, 18)","(35, 5)"
"(35, 6)","(46, 3)","(44, 3)"
"(0, 77)","(1, 57)","(1, 76)"
"(9, 26)","(13, 18)","(4, 42)"
"(31, 7)","(32, 11)","(32, 6)"
"(14, 18)","(21, 12)","(10, 26)"
"(40, 4)","(29, 8)","(55, 1)"
"(20, 12)","(12, 21)","(13, 18)"
"(10, 26)","(11, 25)","(7, 34)"
"(22, 12)","(18, 16)","(35, 5)"
"(32, 7)","(31, 11)","(31, 6)"
"(7, 34)","(10, 26)","(11, 25)"
"(66, 0)","(56, 1)","(65, 1)"
"(12, 22)","(5, 38)","(15, 23)"
"(1, 57)","(0, 77)","(8, 28)"
"(5, 38)","(12, 22)","(18, 14)"
"(7, 35)","(11, 34)","(11, 26)"
"(6, 38)","(3, 43)","(10, 19)"
"(12, 21)","(20, 12)","(54, 1)"
"(12, 23)","(15, 22)","(15, 19)"
"(54, 1)","(12, 21)","(20, 12)"
"(1, 58)","(4, 40)","(0, 74)"
"(21, 12)","(23, 16)","(14, 18)"
"(8, 29)","(4, 41)","(4, 43)"
"(23, 12)","(47, 2)","(21, 16)"
"(67, 0)","(57, 1)","(68, 1)"
"(47, 2)","(23, 12)","(36, 5)"
"(47, 3)","(36, 6)","(48, 6)"
"(8, 28)","(4, 42)","(8, 30)"
"(7, 36)","(7, 35)","(11, 33)"
"(48, 2)","(47, 5)","(49, 5)"
"(48, 3)","(47, 6)","(49, 6)"
"(11, 25)","(16, 18)","(7, 34)"
"(18, 14)","(12, 22)","(13, 19)"
"(18, 13)","(12, 21)","(13, 18)"
"(68, 0)","(55, 1)","(74, 1)"
"(69, 0)","(41, 4)","(70, 1)"
"(41, 4)","(69, 0)","(54, 1)"
"(7, 37)","(11, 27)","(11, 23)"
"(25, 9)","(15, 18)","(12, 24)"
"(36, 5)","(27, 9)","(47, 2)"
"(36, 6)","(27, 10)","(47, 3)"
"(33, 7)","(25, 11)","(18, 15)"
"(18, 15)","(13, 19)","(22, 17)"
"(11, 26)","(17, 18)","(23, 12)"
"(37, 5)","(41, 4)","(20, 12)"
"(70, 0)","(56, 1)","(69, 1)"
"(0, 78)","(1, 59)","(4, 44)"
"(37, 6)","(35, 10)","(20, 10)"
"(25, 9)","(12, 24)","(15, 18)"
"(16, 18)","(11, 25)","(17, 20)"
"(18, 17)","(25, 10)","(9, 27)"
"(1, 59)","(0, 78)","(4, 44)"
"(49, 2)","(36, 5)","(17, 18)"
"(49, 3)","(36, 6)","(40, 6)"
"(5, 39)","(2, 54)","(9, 25)"
"(6, 39)","(17, 18)","(3, 54)"
"(17, 18)","(6, 39)","(11, 26)"
"(14, 19)","(19, 14)","(19, 15)"
"(8, 30)","(12, 18)","(4, 45)"
"(34, 7)","(25, 10)","(18, 17)"
"(13, 19)","(18, 15)","(18, 14)"
"(25, 10)","(34, 7)","(18, 17)"
"(4, 43)","(8, 29)","(8, 38)"
"(18, 16)","(22, 12)","(24, 12)"
"(55, 1)","(40, 4)","(68, 0)"
"(0, 79)","(1, 63)","(1, 56)"
"(35, 7)","(25, 11)","(30, 11)"
"(9, 27)","(18, 17)","(15, 19)"
"(15, 18)","(12, 24)","(25, 9)"
"(10, 27)","(17, 19)","(6, 37)"
"(71, 0)","(72, 1)","(57, 1)"
"(72, 0)","(71, 1)","(55, 1)"
"(26, 9)","(30, 8)","(25, 8)"
"(25, 11)","(26, 10)","(35, 7)"
"(2, 54)","(4, 44)","(8, 33)"
"(3, 54)","(6, 39)","(6, 42)"
"(19, 14)","(14, 19)","(14, 22)"
"(2, 54)","(4, 44)","(8, 33)"
"(19, 13)","(14, 21)","(16, 18)"
"(24, 12)","(18, 16)","(20, 16)"
"(42, 4)","(32, 8)","(36, 8)"
"(26, 10)","(25, 11)","(24, 17)"
"(1, 60)","(4, 45)","(4, 42)"
"(50, 2)","(51, 5)","(30, 8)"
"(50, 3)","(51, 6)","(26, 10)"
"(56, 1)","(75, 0)","(46, 4)"
"(74, 0)","(57, 1)","(42, 4)"
"(73, 0)","(75, 1)","(70, 1)"
"(51, 2)","(50, 5)","(35, 5)"
"(51, 3)","(50, 6)","(35, 6)"
"(19, 15)","(16, 19)","(11, 27)"
"(19, 16)","(14, 20)","(27, 9)"
"(8, 31)","(12, 32)","(4, 32)"
"(30, 8)","(26, 9)","(35, 4)"
"(13, 20)","(18, 16)","(24, 12)"
"(8, 32)","(12, 31)","(4, 31)"
"(14, 20)","(19, 16)","(27, 9)"
"(52, 3)","(19, 17)","(27, 10)"
"(52, 2)","(19, 16)","(14, 20)"
"(16, 19)","(11, 27)","(19, 15)"
"(13, 21)","(20, 13)","(15, 20)"
"(13, 22)","(20, 14)","(15, 23)"
"(52, 3)","(19, 17)","(27, 10)"
"(26, 11)","(15, 19)","(25, 10)"
"(14, 21)","(19, 13)","(21, 13)"
"(14, 22)","(19, 14)","(21, 14)"
"(53, 2)","(38, 5)","(52, 5)"
"(53, 3)","(38, 6)","(52, 6)"
"(38, 5)","(53, 2)","(31, 8)"
"(38, 6)","(53, 3)","(43, 3)"
"(75, 0)","(56, 1)","(73, 1)"
"(15, 19)","(13, 23)","(9, 27)"
"(31, 8)","(32, 9)","(32, 4)"
"(13, 23)","(15, 19)","(15, 22)"
"(14, 23)","(17, 19)","(19, 17)"
"(36, 7)","(27, 11)","(21, 14)"
"(7, 38)","(14, 23)","(19, 17)"
"(76, 0)","(55, 1)","(74, 1)"
"(17, 19)","(14, 23)","(27, 10)"
"(8, 33)","(4, 44)","(15, 21)"
"(32, 8)","(27, 9)","(19, 16)"
"(20, 14)","(22, 17)","(20, 15)"
"(27, 9)","(32, 8)","(19, 16)"
"(4, 45)","(20, 13)","(8, 35)"
"(20, 13)","(4, 45)","(8, 35)"
"(11, 27)","(16, 19)","(21, 14)"
"(37, 7)","(20, 17)","(35, 11)"
"(21, 14)","(11, 27)","(23, 17)"
"(2, 55)","(5, 46)","(5, 54)"
"(3, 55)","(6, 46)","(6, 54)"
"(23, 14)","(21, 17)","(27, 10)"
"(21, 13)","(23, 16)","(16, 21)"
"(57, 1)","(42, 4)","(74, 0)"
"(22, 14)","(20, 17)","(22, 15)"
"(8, 34)","(4, 46)","(22, 13)"
"(20, 15)","(20, 14)","(22, 17)"
"(22, 13)","(20, 16)","(8, 34)"
"(77, 0)","(58, 1)","(66, 1)"
"(28, 9)","(39, 5)","(41, 5)"
"(2, 56)","(5, 41)","(9, 29)"
"(23, 13)","(17, 21)","(16, 20)"
