idx,f_trunc,f_large,p0,p1,p2,p3,p4
0,-2.174749255037854,-1.5899184686585135,200.00260109537066,0.069396790716071,0.02261401492784791,-0.011940878195063155,-0.018046603692262155
1,-3.2175476573636317,-0.6070807718148066,189.9983354574658,0.10732459656166783,0.02412669693976944,-0.016242293600702618,-0.03143449172034287
2,-2.529745011884276,-0.5704191802144664,179.99394616550467,0.10769327544372609,0.025126423059619415,-0.01530708213752906,-0.031378539670641574
3,-1.988893361070212,-0.5360010255686143,169.99857275533344,0.10749042526821795,0.026361277596110934,-0.01453011003985557,-0.03138308339399202
4,-1.6334262772700723,-0.527754585786875,159.99969542942046,0.1069371363724451,0.02733830397941104,-0.013810291626422368,-0.031175933088829447
5,-2.1224719268894097,-0.7593906368136131,149.99057432395244,0.09296615294348015,0.03016950586000916,-0.02083647733020342,-0.030074562068199043
6,-2.049506199746852,-0.7886034773837323,140.0016960058108,0.09391939582990146,0.030900110013832464,-0.019531147723804976,-0.029681366205403216
7,-1.7854279749502533,-0.7575503275652811,130.00203705821812,0.09480575467274671,0.03268374001405406,-0.018785907056913798,-0.029905091388916186
8,-1.4808993932900727,-0.7210223115331638,119.9924554390006,0.09478839818761874,0.03468123429904136,-0.018019957822516443,-0.030162597438516493
9,-1.3121448312061854,-1.0145884834173504,110.00363899315127,0.050077531214698955,0.03150756901675136,-0.01201439032967412,-0.011534765496849276
10,-1.1259718347420367,-0.8966624282420366,100.0055850555312,0.05301904299620777,0.03321250325671822,-0.013156297739886491,-0.01254423766197328
11,-1.0276998142916522,-0.8247033918499024,90.00486186417419,0.06113604662783097,0.03608214503996489,-0.01757129519466578,-0.01714013282441722
12,-0.9959808259065897,-0.7154979738864445,80.00134483150073,0.06697199875563166,0.04051503346566917,-0.021857584691188293,-0.021214461575980493
13,-0.899745500487406,-0.618344662442332,69.9986176114592,0.07317907723792168,0.04444468182466581,-0.02454108716705211,-0.02312340005649971
14,-0.7484055692706392,-0.5379653897254271,60.00644172921879,0.07717785462702705,0.04916008403837045,-0.026785614194312947,-0.025270667381852463
15,-0.5891818741452788,-0.44512432025156456,49.99914551927694,0.0823569438779787,0.05396121144970149,-0.02872695172193103,-0.026628224373133072
16,-0.45105319537883054,-0.3549409830648593,40.00315139335758,0.09131531590958233,0.059831271528343236,-0.031059038121602846,-0.02813883851899636
17,-0.34392262697141807,-0.2870082175894377,30.00098809711521,0.09466245588236655,0.07052360486834063,-0.034815895843433156,-0.031955715479849225
18,-0.2696512062284852,-0.2412844516540082,20.001890967223428,0.09642068640361562,0.0904265198009462,-0.05007788603490159,-0.04150789921218735
