idx,f_trunc,f_large,p0,p1,p2,p3,p4
0,-2.645057542327468,-1.7178031134296046,179.9911937228552,0.03226633974961838,0.021366508433236536,-0.006083922948527,-0.005751294189799163
1,-2.7456054302804556,-1.776802197601956,190.00083280193581,0.03036984696750238,0.020080514214105186,-0.005341000220549666,-0.005051438829841333
2,-2.856094924037822,-1.849649231692431,199.99546226030338,0.028760032985319206,0.018993586259536774,-0.0047776222450898525,-0.004542892716190938
3,-2.941932590039639,-1.905246151522465,209.99789194267044,0.027263428778694934,0.018019096459470252,-0.0042944203209499664,-0.004077749778853841
4,-3.0097416121063465,-1.955705555305571,219.9999490264497,0.025935728751042955,0.017113163045574586,-0.0038765749216958696,-0.003662933685354324
5,-3.0842283679506246,-1.9979789057483794,230.00046375481512,0.024749366763785273,0.016365630138406265,-0.003532415501132079,-0.00335082456843829
6,-3.1553203178068085,-2.074069845424663,240.00984296316847,0.02368671417642361,0.015582671227394804,-0.0032237240199565506,-0.00306376810215707
7,-3.21088366163807,-2.1038228744797998,250.006584844095,0.022652713504744012,0.014896399091605908,-0.0029285651039285443,-0.002787326365610368
8,-3.2639762767380813,-2.123880229485639,259.9985902916052,0.021709654443356662,0.014289728598995757,-0.0026806950121359844,-0.0025420280767943257
9,-3.3267200280536797,-2.16972921047547,269.9982294296953,0.020902439001957013,0.013756904684389601,-0.002491603947994401,-0.002361572859326841
10,-3.3642237072093106,-2.2115919643799593,279.9948438013681,0.0200706776239846,0.013210071207096719,-0.002289430885920602,-0.0021798335652916667
11,-3.4106215871909074,-2.2442104423518154,290.00865299454824,0.019377566144228784,0.012734246481273456,-0.0021287867495377684,-0.002024417997241034
12,-3.457885334781878,-2.2630816310403032,300.00453999410524,0.01876350460431902,0.012331344725536,-0.001994113454982631,-0.0018946860325108196
13,-3.50416465733775,-2.2842735334014326,309.9923622320144,0.018144565477974998,0.011899051113553827,-0.001851298424976462,-0.0017581032431202358
14,-3.5440331152498565,-2.3409725027852852,320.0038095132555,0.01754486679712173,0.011502517758730929,-0.0017379605617076246,-0.0016536418212958685
15,-3.568599961201783,-2.3740214997773124,330.0034739516822,0.01699571252582762,0.011161797999290915,-0.0016454794984359397,-0.0015497513610996283
16,-3.6121628287245335,-2.3821637192346627,339.99998223460364,0.016510520234467654,0.010823371070673563,-0.0015352604277338935,-0.0014576248117183954
17,-3.6516034257285175,-2.4263245788509566,350.00510058503545,0.016005726127337756,0.010485483525189632,-0.0014461236323907224,-0.001369824675356869
