tg,0-0,2-0,8-0,other
0.0,0.0,1.0,0.0,0.0
1.008035758064516,1.924760980592738e-18,0.9999999773232101,1.0320811990075367e-09,2.1644709677924212e-08
2.016071516129032,4.750567365609682e-16,0.9999993797099098,1.8864654697381836e-08,6.014254359650879e-07
3.024107274193548,1.015047441178461e-14,0.9999995090968152,8.692025283859993e-08,4.0398292222753116e-07
4.032143032258064,9.937253381017289e-14,0.9999956936212622,2.8560340612246623e-07,4.020775234118439e-06
5.04017879032258,5.433624071266202e-13,0.9999977552733819,6.779685332856337e-07,1.5667575450289262e-06
6.048214548387096,2.152091616952255e-12,0.9999901846178393,1.3961078856969677e-06,8.419272125551068e-06
7.056250306451613,7.025927665789491e-12,0.9999929802565499,2.6158974111377697e-06,4.403839017396423e-06
8.064286064516129,1.8279439472602974e-11,0.9999855095439273,4.4408455693515665e-06,1.0049592225307631e-05
9.072321822580644,4.3620161496952466e-11,0.9999847252612567,7.135298664208616e-06,8.139396461764834e-06
10.08035758064516,9.041490650133064e-11,0.999971136121115,1.107751975978945e-05,1.778626871221943e-05
11.088393338709677,1.7160860080394145e-10,0.9999711555622475,1.582080649610176e-05,1.302345964979318e-05
12.096429096774193,3.0348469151165983e-10,0.999933339136972,2.2899831752679388e-05,4.376072779209528e-05
13.104464854838708,4.991997151356724e-10,0.9999505931548374,3.0449352358255772e-05,1.8956993609042824e-05
14.112500612903226,7.797975597840685e-10,0.9998926593677626,4.098936503242784e-05,6.635048741018208e-05
15.120536370967741,1.1879366970530945e-09,0.999920974621953,5.266699915223893e-05,2.635719095979555e-05
16.128572129032257,1.709440372421166e-09,0.9998742711576021,6.70872470193824e-05,5.863988594209181e-05
17.136607887096773,2.5139094462482937e-09,0.9998856492898015,8.388774197513413e-05,3.0460454315642293e-05
18.14464364516129,3.4916065328325883e-09,0.999846715840488,0.00010427913899347948,4.900152891492403e-05
19.152679403225804,5.020148018734382e-09,0.9998408703039858,0.000125571982419814,3.355269344966529e-05
20.16071516129032,6.948798484308036e-09,0.9997446344789261,0.00015418526651850208,0.00010117330575902701
21.16875091935484,9.74433487341142e-09,0.9997764610863975,0.0001789957847389275,4.453338453154685e-05
22.176786677419354,1.3374992851505493e-08,0.9996043958725966,0.00021439817022473148,0.0001811925821890083
