tg,0,2,7,25,other
0.0,1.0,0.0,0.0,0.0,0.0
0.20177800806451612,0.9999997613273439,1.429706669151052e-14,2.2915145243417146e-08,1.9273906215480755e-14,2.157574784429234e-07
0.40355601612903225,0.9999550984198439,7.566140221059126e-13,6.435285972224989e-07,3.021511329941073e-12,4.4258047783719075e-05
0.6053340241935483,0.999726182249029,1.783060667883478e-11,3.5195685557353878e-06,3.477263306078363e-11,0.00027029812981664347
0.8071120322580645,0.9997569760300351,5.417232828437681e-11,1.0641284438732083e-05,4.269552212694226e-10,0.00023238220440379405
1.0088900403225807,0.999959849124649,2.544425158861215e-10,2.787787541214646e-05,3.5168487254493914e-09,1.2269228653088185e-05
1.2106680483870966,0.9995704309827607,1.503669511256601e-09,5.748504289418386e-05,1.1465276851647693e-08,0.00037207100540499104
1.4124460564516128,0.999632040150535,5.371185983723013e-10,0.00010270411805403767,4.041370708870327e-08,0.000265214780592328
1.614224064516129,0.9997819231190328,1.1506549739699124e-08,0.00019437469197887953,1.5219482243423428e-07,2.3538487623534386e-05
1.8160020725806452,0.9985484325078583,4.796398621767439e-08,0.00033809838035609574,4.1284615065121826e-07,0.0011130083016568394
2.0177800806451613,0.997697726297837,6.02743780546144e-08,0.0005048921518352337,8.973116596712763e-07,0.00179642396429881
2.2195580887096775,0.9991746478943815,1.0835474912496789e-07,0.0007532268882898363,2.1209982450435692e-06,6.98958643454254e-05
2.4213360967741933,0.9958715946699757,4.593739536938994e-07,0.0010929688451214409,4.160590581035805e-06,0.003030816520381293
2.6231141048387094,0.9937739220087334,4.1022218493549893e-07,0.0014851079190182314,7.780541779031233e-06,0.004732779308296776
2.8248921129032256,0.9971989536347766,6.715771248301887e-07,0.002122736381433045,1.6063565806663005e-05,0.0006615748408774624
3.026670120967742,0.9960168412049577,2.736159262741476e-06,0.002989505233800089,2.9800785188000382e-05,0.000961116616809204
3.228448129032258,0.9925607095482653,3.7121659188176973e-06,0.003848276754740643,4.651286977268595e-05,0.003540788661319741
3.430226137096774,0.9940522594457408,4.241404984389665e-06,0.004906733305990448,7.885252263327071e-05,0.0009579133206648599
3.6320041451612903,0.9894041724091837,1.4019448284361135e-05,0.0063306731163080944,0.00013042072247211855,0.004120714303765225
3.8337821532258065,0.9752390772926856,2.0141972333488186e-05,0.007609447524046548,0.0001982317929665356,0.01693310141798287
4.035560161290323,0.9825366894824574,1.2826320273084448e-05,0.009713378552605475,0.00031306669016697037,0.007424038954512014
4.237338169354839,0.9859185156515354,4.2478128809721904e-05,0.012591793854681526,0.00047309993936136413,0.000974112425626541
4.439116177419355,0.9758754984251378,6.27562538537132e-05,0.014930730456600138,0.0006432445499712178,0.008487770314453911
4.640894185483871,0.9769035357945537,6.0481738965989744e-05,0.017820023111330376,0.0009220277124931721,0.004293931642670405
4.8426721935483865,0.9751221803953132,0.00013966792512789194,0.02158198803678158,0.0013397651848240054,0.0018163984579663193
5.044450201612903,0.9493527640878666,0.000247093409988918,0.02434122321347075,0.0018451798469587405,0.0242137394417274
5.246228209677419,0.9425542562485903,0.0002092356305289359,0.02765919886884208,0.002466260833490591,0.027111048418560012
5.448006217741935,0.9594821337357987,0.00033641711560476853,0.03535290999582219,0.0033043042537840256,0.0015242348990038288
5.649784225806451,0.9313142385668779,0.0005860585222943846,0.03794941902308117,0.004150748525012158,0.02599953536274658
5.851562233870967,0.9235888846462432,0.0004970527461857779,0.04197188446475873,0.005336205356940883,0.028605972785885374
6.053340241935484,0.9361887332647549,0.0007881878626422166,0.05193985207343863,0.006854464212543237,0.0042287625866350405
6.25511825,0.9159606611016781,0.0014469671467171132,0.05912987319213301,0.008647821483730807,0.014814677075754946
6.456896258064516,0.8893503809135476,0.0016143847816698944,0.06372660282208008,0.010434357627045289,0.034874273855672044
6.658674266129032,0.9021277693668742,0.001805866843882375,0.07530091778676921,0.012792677218171405,0.007972768784319286
6.860452274193548,0.867902334286246,0.0031667588211417045,0.07614403644661435,0.014797379888346406,0.037989490557667614
7.0622302822580645,0.8131921760145729,0.0032889571490569073,0.06842868055406064,0.01698423143664152,0.09810595484568475
7.264008290322581,0.8461471506680976,0.0033450320113073712,0.09262281233490607,0.020787570055029292,0.0370974349306782
7.465786298387097,0.8452712967632087,0.0059620759126467774,0.11484714205974897,0.023539832869498522,0.0103796523949158
7.667564306451613,0.8111593696926397,0.007127161264868039,0.12298329857696003,0.02695274486388645,0.031777425601663904
7.869342314516129,0.8070135983954461,0.007564282522732444,0.1367145812669496,0.030255053187974827,0.01845248462691607
8.071120322580645,0.7867095341285941,0.011535546923683571,0.13993163460915534,0.031263682386454335,0.030559601952132212
8.27289833064516,0.6968963118397419,0.014259848968401703,0.11274490602982186,0.034263010693025626,0.14183592246902826
8.474676338709678,0.6997073163083705,0.012727357456321552,0.13027930585409656,0.03972839926213631,0.11755762111909503
8.676454346774193,0.7290251324799909,0.01943895673604908,0.19291558132659706,0.04162821095432008,0.01699211850306145
8.87823235483871,0.6672911365512381,0.024210881650158222,0.17823438696892752,0.044449825459465166,0.08581376937023102
9.080010362903225,0.6566076087837185,0.02346403390382681,0.19660063597365499,0.04970947758087957,0.07361824375793886
9.281788370967742,0.6559103500287987,0.03271178462551036,0.22654616148960827,0.04724988463562879,0.03758181922047309
9.483566379032258,0.5929886968894861,0.04339431749768233,0.2103440028249589,0.052738612524608,0.10053437026328516
9.685344387096773,0.5440688868082284,0.04297000681959895,0.19850218774492168,0.055469937039777914,0.15898898158749375
9.88712239516129,0.5683169361896091,0.05139320250670486,0.28075183439365803,0.06116820265366784,0.0383698242563806
10.088900403225805,0.5029076957263701,0.06664753855763703,0.22748077802939415,0.06189346058256989,0.14107052710404885
10.290678411290322,0.4528913094046582,0.061838114733222545,0.17869365527528222,0.06407403018516837,0.2425028904016884
10.492456419354838,0.47600476126051405,0.07549582106664607,0.2811709078944063,0.06945304353097992,0.09787546624747465
