tg,2-2,0-2,8-2,5-2,other
0.0,1.0,0.0,0.0,0.0,0.0
1.011872255952381,0.9999998818874314,5.099014237611876e-17,1.0139875677528348e-08,6.50518825121823e-08,4.292081285127404e-08
2.023744511904762,0.9999955814843651,1.2603056915008266e-14,1.6795184709239043e-07,3.847057357398737e-06,4.035064206368144e-07
3.035616767857143,0.9999971803695886,2.62881791012142e-13,8.707509087088003e-07,1.4198721462784393e-06,5.290070995119772e-07
4.047489023809524,0.9999831922829259,2.2632864782991886e-12,2.509363870159063e-06,1.2592253166178631e-05,1.7060977823256296e-06
5.059361279761905,0.9999869730604722,1.3949186887428031e-11,6.914878088227775e-06,4.278775155648343e-06,1.833272340584836e-06
6.071233535714286,0.9999685144456375,5.664475201742205e-11,1.4111517671992147e-05,1.4403219994781387e-05,2.970760056190262e-06
7.083105791666666,0.9999602214436296,2.110495364733833e-10,2.8008658632934897e-05,7.254405779167877e-06,4.5152809150935075e-06
8.094978047619048,0.999876218560216,6.207065908294561e-10,4.595848133140192e-05,6.732338897139933e-05,1.0498948783348264e-05
9.106850303571429,0.9998772648223813,1.6696704681363593e-09,7.970217301893329e-05,3.268280153370666e-05,1.0348533401385049e-05
10.11872255952381,0.9998023329152594,3.828827202770642e-09,0.00011507612389720042,6.79602078229798e-05,1.4626924196008169e-05
11.13059481547619,0.999766467145487,9.03434418781448e-09,0.00018230166898888567,3.5928173289950964e-05,1.5293977899929328e-05
12.142467071428571,0.9996604209477187,1.8012045949576513e-08,0.0002552506814212452,6.530602246559997e-05,1.900433635858092e-05
13.154339327380953,0.999535908797371,3.7068489901490745e-08,0.00037402021166104446,6.599436923421295e-05,2.403955324872214e-05
14.166211583333332,0.9992841866090224,6.756594978775516e-08,0.00048361650304765494,0.0001960032536292124,3.612606835625974e-05
15.178083839285714,0.9990879379815841,1.2421424147980055e-07,0.0006793455448927434,0.00019341541382230187,3.9176845469894974e-05
16.189956095238095,0.9989932851235002,2.095042654100926e-07,0.0008594835283281129,0.0001117199619349707,3.530188198161306e-05
17.201828351190475,0.9986835017142262,3.684628839972749e-07,0.0011513318808958333,0.0001270490381045847,3.774890389210094e-05
18.213700607142858,0.9983579443253452,5.846258705884768e-07,0.001440975014918512,0.00015611048186453335,4.43855520064718e-05
19.225572863095238,0.9977445124026944,9.651723890904527e-07,0.0018729592317703134,0.00031755288273512417,6.40103104167529e-05
20.23744511904762,0.9974108816831739,1.4720710073627396e-06,0.0022490471303871972,0.00027287845721223227,6.572065822422381e-05
21.249317375,0.9964508068914562,2.2826459595065955e-06,0.002828947360703465,0.0006183518858204392,9.961121606579685e-05
22.26118963095238,0.9963786435236439,3.376628223984168e-06,0.0034258711285368717,0.00012499897730308842,6.710974229897294e-05
23.273061886904763,0.9954095538170845,5.111996612757359e-06,0.004202271081686957,0.00030035212893795644,8.271097568584181e-05
24.284934142857143,0.9946583816051222,7.291311312489705e-06,0.0050052513255755375,0.0002331269374957683,9.594882049724709e-05
25.296806398809522,0.9927924032315141,1.065445906057436e-05,0.006024257959568204,0.0009881626022639283,0.00018452174759472963
26.308678654761906,0.9925600960053915,1.4862395886664118e-05,0.007070279583297311,0.0002303614913651685,0.00012440052406212748
27.320550910714285,0.9902167114316078,2.0793725971250457e-05,0.008257182805261155,0.0012581562638224759,0.0002471557733399025
28.332423166666665,0.9898519889065608,2.868254719506664e-05,0.009795089399559836,0.00017306617241568054,0.0001511729742749591
29.344295422619048,0.9877735448649123,3.95135927803057e-05,0.011373166670256138,0.0006181632517631096,0.00019561162028990288
30.356167678571428,0.9863019133665851,5.308957953871146e-05,0.013208639813322251,0.0002415845789167769,0.00019477266164144786
31.36803993452381,0.9823339562976797,7.145917632798224e-05,0.014982390939387963,0.002129191582815172,0.0004830020037919904
32.37991219047619,0.9819258820222151,9.45843550970145e-05,0.017465351044708498,0.00027469266926158576,0.00023948990872037443
33.391784446428574,0.9781037526568214,0.00012340258148336045,0.019448857119290053,0.0018211983276452,0.0005027893147633456
34.40365670238095,0.9765242945763231,0.00016289732905652114,0.02265105096048739,0.00035869437399706173,0.0003030627601414946
35.41552895833333,0.9728550868740465,0.00021021488930207828,0.02535619304726868,0.0011516315244893141,0.00042687366489521254
36.427401214285716,0.9700202516980226,0.0002714236481611686,0.02898790731944892,0.0003550179533714622,0.0003653993809990187
37.43927347023809,0.9637929332862614,0.00034418210693082965,0.03149158685866166,0.003295780630181177,0.0010755171179675786
38.451145726190475,0.9617575547981609,0.0004394910326709175,0.0363428731189093,0.0008928930429930151,0.0005671880072689966
39.46301798214286,0.9570309961318055,0.0005466606312290881,0.03957268347327373,0.0019730183676122393,0.0008766413960814537
40.47489023809524,0.9528954260198714,0.000697078459247998,0.045060144371167135,0.000722414711461865,0.000624936438252742
41.48676249404762,0.9471925050350585,0.000858332273884709,0.04919692105150122,0.0017942058264536639,0.0009580358131058514
42.49863475,0.9415808358744946,0.0010741290267873088,0.055320797834023105,0.0011079598894443536,0.0009162773752526259
43.510507005952384,0.9340919185823947,0.0013063261796592612,0.058827044528295014,0.0037641767737608767,0.002010533935893867
44.52237926190476,0.9280958642451552,0.0016171924134546147,0.06627166235208735,0.0024053378537521354,0.0016099431355531733
45.53425151785714,0.9230657244441745,0.0019495224146214118,0.07200577862736937,0.001615068625158762,0.001363905888676467
46.546123773809526,0.9151691800968726,0.002406302278918824,0.07987752407875423,0.001252562473433515,0.0012944310720203699
47.5579960297619,0.9071792228187152,0.0028669258461475893,0.085821747553321,0.002212835250183418,0.0019192685316380873
48.569868285714286,0.8967395076884177,0.0034847772627764335,0.0940236427477377,0.0030615757614280803,0.0026904965396398937
49.58174054166667,0.8895774225054798,0.004128584866233341,0.10032248144021838,0.003049073321995008,0.002922437866074156
50.593612797619045,0.8777976496990084,0.004948757748926975,0.10883103313728648,0.004418324542141843,0.0040042348726385835
51.60548505357143,0.8718985771885449,0.005847350856275458,0.11912885379966212,0.0011206361217780587,0.0020045820337410802
52.61735730952381,0.8597142329923286,0.00699212129390041,0.1287117755298348,0.001968156016247516,0.0026137141676883715
53.62922956547619,0.8494081906552973,0.008153262290150997,0.13730014860717482,0.0020217941955066447,0.003116604251874411
54.64110182142857,0.8325820130948153,0.009607095341188861,0.14466799646054365,0.00600171914944983,0.007141175954003731
55.652974077380954,0.8260302785993564,0.011210587888408043,0.15762885634019413,0.0016784552353962872,0.0034518219366458103
56.66484633333333,0.8089202529170896,0.013004452311605179,0.1644163157328421,0.005787276049919329,0.007871702988547967
57.67671858928571,0.8001051762179305,0.015158094727222503,0.18066663213088643,0.0009109233195893566,0.003159173604375452
58.688590845238096,0.7838044369878854,0.017588280760682643,0.19041894068780046,0.0029140318614768964,0.00527430970215791
59.70046310119048,0.7710722589731497,0.02021707814340898,0.20322258114463043,0.0013037242957836123,0.004184357443029328
60.712335357142855,0.7485753844848066,0.023052596524099918,0.20487660213949366,0.008522076220507787,0.014973340631091528
61.72420761309524,0.7403219169881611,0.026624087958646125,0.2277351333326755,0.0009635165015084153,0.004355345219011283
62.73607986904762,0.7207375350992349,0.030032120427990444,0.2317152724450214,0.0055944021081633126,0.011920669919590692
63.747952125,0.7068595368315892,0.03456090971549742,0.25241490045370507,0.0010231161448364915,0.005141536854371952
64.75982438095238,0.6872672919799794,0.038997759766929777,0.2599244970880091,0.0038598732749677202,0.0099505778901132
65.77169663690476,0.6713792699153975,0.044279131040454146,0.2776924056588891,0.0009318235236016991,0.005717369861658184
66.78356889285715,0.6469695641579815,0.04904483308896132,0.27127622495517706,0.008849191042851746,0.023860186755028434
67.79544114880953,0.6334683131832218,0.05595588550466285,0.30092059098637497,0.0016361500544986606,0.008019060271244303
68.8073134047619,0.6144590650714203,0.061913551605220496,0.3052921433587611,0.004122793898198458,0.01421244606640082
69.81918566071428,0.5952321535118525,0.07005867842760584,0.3255740925175256,0.0012153707492956755,0.007919704793724575
70.83105791666667,0.5740112080177775,0.0771393014855365,0.3285972388586558,0.004139286113537643,0.01611296552449044
71.84293017261905,0.5539783920920679,0.08634345203362734,0.3473311163553565,0.0016964493860231117,0.0106505901329235
72.85480242857143,0.532178306154301,0.09388143856889694,0.338552099523982,0.006747605752651846,0.02864055000017028
73.86667468452382,0.5123367211307417,0.10500848296419607,0.3636818746948911,0.0029464046736286465,0.016026516536543595
74.87854694047618,0.4951260051075125,0.11482361554239459,0.3735404665002705,0.0023580154853730306,0.014151897364447774
