tg,0-2,2-2,8-2,other
0.0,1.0,0.0,0.0,0.0
1.011872255952381,0.99999990884212,4.6149603350580445e-17,9.981092559819154e-09,8.117678962492479e-08
2.023744511904762,0.9999955181681048,1.542029416330863e-14,1.6778472149102297e-07,4.3140471614920745e-06
3.035616767857143,0.9999971829452132,2.743099989139425e-13,8.520029699778109e-07,1.965051546078607e-06
4.047489023809524,0.9999814540757213,2.2407141275474247e-12,2.664509925188389e-06,1.5881412117409835e-05
5.059361279761905,0.9999877146076565,1.3876066011625298e-11,6.926727016763712e-06,5.358651458482135e-06
6.071233535714286,0.999969017806711,5.7187677840715796e-11,1.435761670553607e-05,1.6624519402926677e-05
7.083105791666666,0.9999622578289076,2.1724986808652108e-10,2.770694718504613e-05,1.0035006662694588e-05
8.094978047619048,0.999869411550904,6.112457639398569e-10,4.766057826606825e-05,8.29272595884672e-05
9.106850303571427,0.9998825460265224,1.7390932878896451e-09,7.846405115639288e-05,3.898818323736087e-05
10.11872255952381,0.999801599440346,3.654043242507832e-09,0.0001193666781217,7.903022749955598e-05
11.13059481547619,0.9997708305697348,9.073894650936434e-09,0.0001833145862115,4.5845770165801284e-05
12.142467071428571,0.9996569694320618,1.7981974749949277e-08,0.0002591881596417,8.382442633008719e-05
13.154339327380953,0.999549375690111,3.823010449898776e-08,0.0003704037460787,8.018233371326625e-05
14.166211583333332,0.9992696076390276,6.503179982969464e-08,0.0004996591166743,0.0002306682125049081
15.178083839285714,0.9990903774423052,1.2778328315035284e-07,0.0006762428317008,0.00023325194271954259
16.189956095238095,0.998983303116738,2.037684358960779e-07,0.0008768534854345,0.00013963962940087153
17.201828351190475,0.9986781396169644,3.693590033376381e-07,0.0011614516192809,0.00016003940475642204
18.213700607142854,0.9983462833749576,5.810259387141935e-07,0.0014576196776877,0.00019551592141896595
19.22557286309524,0.997750152937593,9.889483392307568e-07,0.0018649059030556,0.0003839522110199404
20.23744511904762,0.9973709088919688,1.427810377520008e-06,0.0022956584210936,0.0003320048765628618
21.249317375,0.996403864363785,2.30964590005741e-06,0.0028486079879986,0.0007452180023256984
22.26118963095238,0.9963751098282864,3.3348973164968577e-06,0.0034525108651847,0.00016904440921690803
23.273061886904763,0.9953667624340125,5.1090549020938165e-06,0.0042450635178865,0.00038306499320334554
24.284934142857143,0.9946605998653312,7.240482460364904e-06,0.0050342495748788,0.00029791007733290367
25.29680639880952,0.9927301932525644,1.0787667957039537e-05,0.0060478065447585,0.0012112125347275963
26.308678654761906,0.9925504965053268,1.46359625200892e-05,0.00712220086379,0.00031266666836602964
27.320550910714285,0.9900544839694264,2.0714668259524843e-05,0.0083755657738526,0.0015492355884646
28.332423166666665,0.9899233341300628,2.8517762419031813e-05,0.0098016838878191,0.00024646421970299636
29.344295422619048,0.9876562482765274,3.93630238349232e-05,0.0114882232320602,0.0008161654675845535
30.356167678571428,0.986389181007598,5.284409130620708e-05,0.0132027161961481,0.0003552587049528132
