tg,0,2,9,other
0.0,1.0,0.0,0.0,0.0
0.200231818071998,0.9999999999963262,3.1250686017017552e-18,9.249959502208096e-14,3.5801636493833385e-12
0.4004636361439961,0.9999999994183912,7.335363072843386e-17,5.5873357290519946e-12,5.760211481383042e-10
0.6006954542159942,0.9999999979461124,2.168549460171101e-16,1.3323997248779876e-11,2.0405624709007896e-09
0.8009272722879923,0.9999999981250254,5.044678493817683e-16,2.270358605634184e-11,1.8522689747479208e-09
1.0011590903599903,0.9999999992528606,1.3223199716309157e-15,1.1410297458200907e-10,6.330338455006099e-10
1.2013909084319885,0.9999999950422624,2.4885284601049123e-15,2.6777036558029405e-10,4.689963669583426e-09
1.4016227265039864,0.9999999935553816,4.077596041914244e-15,2.3511630162357084e-10,6.209496815835599e-09
1.6018545445759846,0.999999998067671,7.54049155381193e-15,6.991208090440194e-10,1.2332007360391189e-09
1.8020863626479828,0.9999999789847716,1.1887096367112428e-14,1.2975098392347123e-09,1.9717706713598733e-08
2.002318180719981,0.9999999876567915,1.7647465497336816e-14,1.1807785717512559e-09,1.116241324871488e-08
2.2025499987919788,0.9999999958653418,2.7878235769849852e-14,2.378064977132493e-09,1.7565662122630327e-09
2.402781816863977,0.9999999763109728,4.0402217195904425e-14,3.6319536483946517e-09,2.005703473764417e-08
2.603013634935975,0.9999999698219524,5.6486938669504575e-14,4.1044207342757e-09,2.6073572513828438e-08
2.803245453007973,0.999999989028635,8.067179815780563e-14,5.584036267442608e-09,5.387249169067298e-09
3.003477271079971,0.9999999703023248,1.1072066976212799e-13,9.295825384539031e-09,2.0401741120422095e-08
3.2037090891519693,0.999999933179538,1.4560419749645036e-13,9.358425966750528e-09,5.74618918239904e-08
3.4039409072239675,0.9999999842614564,1.9586284303130315e-13,1.2149600303229644e-08,3.5887485900402723e-09
3.6041727252959657,0.9999999337357044,2.565456108751235e-13,1.9238757841673743e-08,4.7025281899392493e-08
3.8044045433679634,0.999999918152504,3.257985709873008e-13,1.8976245060462806e-08,6.287092534809478e-08
4.004636361439962,0.9999999615642734,4.1955295783389245e-13,2.3526013689575054e-08,1.4909293569761624e-08
4.204868179511959,0.9999999358705428,5.314630744591773e-13,3.311067661409133e-08,3.101824986625114e-08
4.4050999975839575,0.9999998802310032,6.57649277220895e-13,3.793757680468852e-08,8.183076260125757e-08
4.605331815655956,0.9999999147577576,8.169150910486407e-13,3.9208980016478686e-08,4.6032447708811284e-08
4.805563633727954,0.9999999225467288,1.008789279021629e-12,5.638993231373334e-08,2.10623327537295e-08
5.005795451799952,0.999999775152426,1.2173217195744916e-12,6.389789630736912e-08,1.6094846252665123e-07
5.20602726987195,0.9999998931585052,1.4752037849913508e-12,6.519945858327691e-08,4.1640562876939584e-08
5.4062590879439485,0.9999998726607188,1.7817295558475828e-12,8.997601544972714e-08,3.736148552627643e-08
