-1.585257532390689021e-15,0.000000000000000000e+00,-1.312104016580212473e+00,0.000000000000000000e+00,-3.108002756409124794e-15,0.000000000000000000e+00,5.875924922653952258e-15,0.000000000000000000e+00,3.018752319582503227e-15,0.000000000000000000e+00,-7.626339143607113388e-03,0.000000000000000000e+00,7.977258375278855503e-16,0.000000000000000000e+00,-1.858438442760966394e-15,0.000000000000000000e+00,4.615249390980680905e-02,0.000000000000000000e+00,-1.465584663499232548e-15,0.000000000000000000e+00
-1.312104016580212473e+00,0.000000000000000000e+00,-1.025104708572057131e-14,0.000000000000000000e+00,-1.882571351181297828e-02,0.000000000000000000e+00,-5.958657353895358357e-13,0.000000000000000000e+00,-1.799467973954300470e+00,0.000000000000000000e+00,-1.983595548931713656e-15,0.000000000000000000e+00,-1.724781727777024362e-15,0.000000000000000000e+00,-9.596457317640124014e-16,0.000000000000000000e+00,5.883638397427865951e-15,0.000000000000000000e+00,-8.034997481774412698e-02,0.000000000000000000e+00
-3.107995980143931173e-15,0.000000000000000000e+00,-1.882571351181297828e-02,0.000000000000000000e+00,-1.033639324233061039e-16,0.000000000000000000e+00,3.697466603091301665e-15,0.000000000000000000e+00,-6.338938175789535329e-15,0.000000000000000000e+00,1.285523503821408786e+00,0.000000000000000000e+00,3.950968656482837840e-11,0.000000000000000000e+00,-1.614393175820949607e-15,0.000000000000000000e+00,1.168070561029046356e-01,0.000000000000000000e+00,-6.154381083453393458e-16,0.000000000000000000e+00
5.875999461553310636e-15,0.000000000000000000e+00,-5.958653017103212027e-13,0.000000000000000000e+00,3.693562628237406595e-15,0.000000000000000000e+00,1.643037179504582420e-15,0.000000000000000000e+00,8.911816888203387720e-15,0.000000000000000000e+00,3.895663018216101028e-11,0.000000000000000000e+00,-1.291957977451255513e+00,0.000000000000000000e+00,1.300362087125593235e-14,0.000000000000000000e+00,3.674499966178472712e-12,0.000000000000000000e+00,8.103103486992746693e-15,0.000000000000000000e+00
3.006216235284736242e-15,0.000000000000000000e+00,-1.799467973954300470e+00,0.000000000000000000e+00,-6.338939869855429838e-15,0.000000000000000000e+00,8.911816888203387720e-15,0.000000000000000000e+00,9.455620004361922367e-15,0.000000000000000000e+00,-2.425518635063748374e-01,0.000000000000000000e+00,3.985108502933259584e-14,0.000000000000000000e+00,-1.299895482263981220e-13,0.000000000000000000e+00,2.088002540083097713e+00,0.000000000000000000e+00,-4.151698363108307106e-15,0.000000000000000000e+00
-7.626339143607113388e-03,0.000000000000000000e+00,-1.982247180039001214e-15,0.000000000000000000e+00,1.285523503821408786e+00,0.000000000000000000e+00,3.895663018216101028e-11,0.000000000000000000e+00,-2.425518635063748374e-01,0.000000000000000000e+00,-4.756116995883822770e-14,0.000000000000000000e+00,1.361789828921716222e-14,0.000000000000000000e+00,-4.517639095303049226e-14,0.000000000000000000e+00,-1.144366100407495890e-14,0.000000000000000000e+00,1.541602926319207034e+00,0.000000000000000000e+00
7.976140424136372037e-16,0.000000000000000000e+00,-1.725235750773437079e-15,0.000000000000000000e+00,3.950968656484161329e-11,0.000000000000000000e+00,-1.291957977451255513e+00,0.000000000000000000e+00,3.984436382289613297e-14,0.000000000000000000e+00,1.361792536785339355e-14,0.000000000000000000e+00,-2.076657365952038150e-15,0.000000000000000000e+00,-6.392813350066703371e-02,0.000000000000000000e+00,-8.822934502901126650e-15,0.000000000000000000e+00,-4.744845151021566693e-14,0.000000000000000000e+00
-1.851404681163735510e-15,0.000000000000000000e+00,-9.596457350856595486e-16,0.000000000000000000e+00,-1.614178029452347015e-15,0.000000000000000000e+00,1.300404965521580121e-14,0.000000000000000000e+00,-1.299912829242282687e-13,0.000000000000000000e+00,-4.517639099935260656e-14,0.000000000000000000e+00,-6.392813350066703371e-02,0.000000000000000000e+00,-4.249412906764159056e-16,0.000000000000000000e+00,1.068853499258329863e-14,0.000000000000000000e+00,-6.735742511313388025e-14,0.000000000000000000e+00
4.615249390980680905e-02,0.000000000000000000e+00,5.883206395885764836e-15,0.000000000000000000e+00,1.168070561029046495e-01,0.000000000000000000e+00,3.674499965781426018e-12,0.000000000000000000e+00,2.088002540083097713e+00,0.000000000000000000e+00,-1.144595890189046386e-14,0.000000000000000000e+00,-8.817741264285376577e-15,0.000000000000000000e+00,1.068854770553909662e-14,0.000000000000000000e+00,1.308773680519112890e-14,0.000000000000000000e+00,1.216914459177087293e+00,0.000000000000000000e+00
-1.465042764341186694e-15,0.000000000000000000e+00,-8.034997481774412698e-02,0.000000000000000000e+00,-6.236848215333975202e-16,0.000000000000000000e+00,8.089268474762358885e-15,0.000000000000000000e+00,-4.177715827116157573e-15,0.000000000000000000e+00,1.541602926319207034e+00,0.000000000000000000e+00,-4.769133990189380736e-14,0.000000000000000000e+00,-6.735742518587405012e-14,0.000000000000000000e+00,1.216914459177087293e+00,0.000000000000000000e+00,7.683592683848363453e-15,0.000000000000000000e+00
