tg,0,2,7,25,other
0.0,1.0,0.0,0.0,0.0,0.0
0.10048382730923694,0.9999980654094347,4.530496416115761e-16,3.2937877871010934e-09,3.597003599319782e-16,1.9312967782004038e-06
0.20096765461847388,0.9999996914064048,5.1831745329498944e-17,2.2157826381391735e-08,1.3883491958060943e-14,2.8643575652333023e-07
0.3014514819277108,0.999970449717022,3.9101646842776215e-14,2.39675233507104e-07,1.5968475928408135e-13,2.9310607549273872e-05
0.40193530923694776,0.99995455171216,1.7239576569618005e-13,6.426100230452088e-07,3.4390220875518692e-12,4.480567420791449e-05
0.5024191365461848,0.9999661716296009,9.746118553964438e-13,1.4397523027182659e-06,1.4189534813584985e-11,3.238860293473861e-05
0.6029029638554216,0.9997344789241511,1.4190894303409332e-11,3.5114464987748216e-06,3.792882021906501e-11,0.00026200957723311445
0.7033867911646585,0.9999206408220344,1.8422602098981536e-11,6.023165787091283e-06,2.0983036697888482e-10,7.333578392675621e-05
0.8038706184738955,0.9997778747232186,3.657650220087004e-11,1.050824236194344e-05,4.373691025945461e-10,0.00021161656047545319
0.9043544457831325,0.9994879065957171,2.7715426571695424e-10,1.6889769380052324e-05,9.722719400171247e-10,0.0004952023854797042
1.0048382730923695,0.999946242945904,2.4265374676152446e-10,2.7178479725647207e-05,3.4730581458273145e-09,2.65748586616353e-05
1.1053221004016063,0.9996214714945912,8.490990630632463e-11,3.796771324690811e-05,5.781435026223008e-09,0.0003405549258186066
1.2058059277108433,0.9994607774788264,1.5034559443746632e-09,5.56374528819468e-05,1.0843733369630643e-08,0.0004835727211068397
1.3062897550200803,0.9999025279485457,1.8367842386003428e-09,8.272434155778157e-05,2.9318223553717438e-08,1.4716554893350103e-05
1.406773582329317,0.9995765178646966,2.153027036574772e-10,0.00010118563950356453,4.072319497829705e-08,0.0003222555573014492
1.507257409638554,0.9993622861099931,7.607308950648e-09,0.00014957018029972257,7.965172438647228e-08,0.0004880564506790856
1.607741236947791,0.9997837845442717,1.1172197886610023e-08,0.0001943656569650798,1.5476280252564667e-07,2.1683863764557335e-05
1.708225064257028,0.999341725956801,6.114305875755948e-09,0.0002356224785150996,2.0673349912798526e-07,0.000422438716882658
1.808708891566265,0.9988288321433149,4.1776064379748756e-08,0.0003329417066192074,3.980536370321497e-07,0.0008377863203670162
1.9091927188755018,0.9995592613021428,4.56327488797519e-08,0.0003927154380160456,6.042485916198446e-07,4.737337850401291e-05
2.009676546184739,0.998392320109989,4.6558219638901566e-08,0.0004908860039497185,8.610113184161726e-07,0.0011158863165225822
2.110160373493976,0.9971066417139696,1.6940244025112502e-07,0.0006280280317263689,1.4309373295206598e-06,0.00226372991453462
2.2106442008032126,0.9991953991235684,1.3173726315414238e-07,0.0007353521745493379,2.037912706729507e-06,6.707905191462815e-05
2.3111280281124498,0.9958187452243211,1.700188470276681e-07,0.0008963020725341058,2.8823778768567733e-06,0.003281900306421445
2.4116118554216865,0.9950226480864968,4.861581718189257e-07,0.0010772326790800832,4.11618769670761e-06,0.0038955168885551994
2.5120956827309233,0.9985154321248818,3.044510790366454e-07,0.0012953829579624265,6.13757440668333e-06,0.00018274289167215596
2.6125795100401605,0.9930794013067371,4.0760064416362525e-07,0.001476591222203356,7.896087338517442e-06,0.00543570378307758
2.7130633373493973,0.9949169582332819,1.1121351065729238e-06,0.0017918856495126255,1.0894437399847547e-05,0.003279149544700892
2.813547164658634,0.997387044721425,7.077090142516718e-07,0.002118322621417977,1.5972613362696512e-05,0.00047795233477980145
2.9140309919678713,0.9931157166078219,8.75974329171027e-07,0.0023439504973469293,1.8865364040397575e-05,0.004520591556462704
3.014514819277108,0.9955200222513301,2.5236777351086585e-06,0.0029036551479666804,2.7767111802391096e-05,0.0015460318111662416
3.1149986465863453,0.9962887789698031,1.8323128614070033e-06,0.0032455540632077107,3.651925592977848e-05,0.0004273153982013331
3.215482473895582,0.9935071731583948,2.572243373851655e-06,0.0036904636405087413,4.334339915793501e-05,0.002756447558564124
3.315966301204819,0.9936059942446354,6.1724627154650805e-06,0.004434581860556136,6.372482406465975e-05,0.001889526608029232
3.416450128514056,0.9949135765018936,4.476998393988656e-06,0.004808686257413969,7.665496673944945e-05,0.00019660527555980886
3.516933955823293,0.9888853954931754,7.91278537003304e-06,0.005565231459535456,9.564866492853506e-05,0.005445811596991799
3.61741778313253,0.9892677101109769,1.4091898373043804e-05,0.006325256010751286,0.00012949933093971616,0.004263442648959909
3.717901610441767,0.991813752999759,9.080550696988945e-06,0.0069889899103498365,0.00015538816194823115,0.0010327883772433958
3.8183854377510036,0.9788091010505715,1.8843767596351324e-05,0.007718240678704057,0.0001932880437347759,0.013260526459395128
3.918869265060241,0.9846777586724567,2.742094236379591e-05,0.008736316327780824,0.00024155869149884972,0.006316945365900448
4.019353092369478,0.986125018408029,1.544748219182021e-05,0.009778144760777532,0.00030255675900162294,0.00377883259000142
4.119836919678715,0.9685870564742489,3.477287981409806e-05,0.010175026322668111,0.00035383484858824235,0.02084930947468027
