idx,f_trunc,f_large,p0,p1,p2,p3,p4
0,-2.3961630807843974,-0.4618929425609671,200.00012555310641,0.12490503855015983,0.036912444700886796,-0.017782362350382754,-0.030910672001226127
1,-2.245704995972301,-0.5231464028248037,209.99250050730765,0.09038973606927461,0.037674793373556004,-0.013962795751000701,-0.019333120527461112
2,-2.738394308831086,-1.6524428555676693,219.9928156854753,0.07187955273619713,0.021006946560620424,-0.012289780259475625,-0.01870395002839126
3,-2.8022517220476884,-1.6843552546777618,230.00488892119537,0.0729785554828314,0.020149046493057793,-0.012026064682622906,-0.018793692357384484
4,-2.828959860826741,-1.6921567846465062,239.99647670110932,0.07479291638313587,0.01926875873245354,-0.011842138275691794,-0.01905708520714644
5,-3.0451832725122894,-1.579875842623867,250.0061896940442,0.07892453942867905,0.018518029608751367,-0.011736053807958335,-0.01996708315383422
6,-3.2664295530494183,-1.5428382845769752,259.9964377337387,0.08075127949662343,0.018003699929998236,-0.0119421766858968,-0.020507695414245186
7,-3.060331459653578,-1.5121926281970508,269.99750728335005,0.08208970441175023,0.017612912028990423,-0.012371535964836422,-0.021052793470113018
8,-2.922769306953974,-1.4713366222802455,280.0092009635379,0.08256767600516621,0.017409151023085517,-0.013123139540613971,-0.021547607045196163
9,-3.0027973226675058,-1.9950182600339965,290.008717009998,0.0661406147550606,0.016530088077520808,-0.010283912473348523,-0.016061601045741437
10,-3.3546463088715246,-2.024327488134915,300.0055317681259,0.06659866687529889,0.016146617015235412,-0.010395878732050445,-0.0162366665647259
11,-3.6219437083387604,-2.05381245334079,309.99727229521903,0.06624560634310403,0.015804984733142888,-0.010522826492990668,-0.016228287450175374
12,-3.383654991752915,-2.0703706414194936,319.9945801465436,0.06559461550663762,0.015543011171551213,-0.01070436316478065,-0.016189964870186146
13,-3.1763855816001074,-2.1177939204357776,330.0018351273978,0.06290583259197374,0.01493609728507131,-0.009841882490853627,-0.015094509224085962
14,-3.2706647175683656,-2.1374938485855792,340.007304644724,0.06219823079980656,0.01444131693334648,-0.00940421165864629,-0.014690558894805961
