cz_generate_data.py
Start Mountain Time: 2025-01-13 13:56:29.332984-07:00
n_cpu_full= 1 , n_cpu_pool= 100

truc1= 500 , truc_tot= 500 , charge_pick= True
truc_tot_2= 500
fidelity (truc=500) = 
[20.074749, -0.217322296972521] ,
[26.083127, -0.5068318428435237] ,
[31.988187, -0.6492735222425137] ,
[38.08762, -0.3164819206692341] ,
[44.058392, -0.462667527490071] ,
[50.086935, -0.6889040193239889] ,
[56.087064, -0.940704995144987] ,
[62.091833, -1.1771186963205158] ,
[68.078194, -1.3971916628990095] ,
[74.046222, -1.6169194474778796] ,
[80.062878, -1.770355878109061] ,
[86.032572, -1.7168051521532879] ,
[91.997815, -1.5152315778235992] ,
[98.047029, -1.593449716998996] ,
[104.064603, -1.7690480673957887] ,
[110.088003, -2.036610093294987] ,
[115.947545, -2.221117195821651] ,
[121.933936, -2.3270218101959586] ,
[128.082335, -2.4213190638005226] ,
[134.094898, -2.5384531165291104] ,
[140.010415, -2.6917212865379616] ,
[145.916957, -2.206600675616075] ,
[152.086256, -2.3515270143525253] ,
[158.066044, -2.4703636428870324] ,
[164.020744, -3.128610270197186] ,
[170.017014, -2.6821986403662157] ,
[176.059985, -2.784159456938739] ,
[181.973222, -3.4602035702493863] ,
[188.079439, -2.9459454518673294] ,
[193.944023, -3.047094332618896] ,
[199.946739, -3.114392110845956] ,

Current Mountain Time: 2025-01-13 13:59:03.726196-07:00
2631.31user 4.38system 2:36.98elapsed 1678%CPU (0avgtext+0avgdata 331320maxresident)k
298776inputs+16outputs (1198major+446491minor)pagefaults 0swaps
