cz_generate_data.py
Start Mountain Time: 2025-01-07 11:18:40.193804-07:00
n_cpu_full= 1 , n_cpu_pool= 100

truc1= 300 , truc_tot= 2000 , charge_pick= True
truc_tot_2= 2000
fidelity (truc=2000) = 
[20.074749, -0.4289348324194976] ,
[26.083127, -0.5723893915270025] ,
[31.988187, -0.5934896263064273] ,
[38.08762, -0.610756631780867] ,
[44.058392, -0.8674900304669328] ,
[50.086935, -1.0951966001334406] ,
[56.087064, -1.2820562189224005] ,
[62.091833, -1.449245840694863] ,
[68.078194, -1.6004925119333935] ,
[74.046222, -1.7352111685483038] ,
[80.062878, -1.81408077274748] ,
[86.032572, -1.8401702700094644] ,
[91.997815, -1.9273839730278812] ,
[98.047029, -2.160891882521303] ,
[104.064603, -2.5084846104067435] ,
[110.088003, -2.920871782890624] ,
[115.947545, -3.0400585602682164] ,
[121.933936, -2.9231995473211785] ,
[128.082335, -2.961884205533486] ,
[134.094898, -3.1530896152415484] ,
[140.010415, -3.2782138797821063] ,
[145.916957, -3.1550518203853897] ,
[152.086256, -3.357200770621274] ,
[158.066044, -3.5207624442385916] ,
[164.020744, -3.856478638895071] ,
[170.017014, -3.7446340526357575] ,
[176.059985, -3.741172523299001] ,
[181.973222, -4.290545754881969] ,
[188.079439, -3.7867009786595873] ,
[193.944023, -3.841294607596813] ,
[199.946739, -3.7421984685682177] ,
Current Mountain Time: 2025-01-07 12:32:58.951609-07:00
72691.43user 15.71system 1:14:20elapsed 1629%CPU (0avgtext+0avgdata 647156maxresident)k
0inputs+16outputs (0major+1844537minor)pagefaults 0swaps
