idx,f_trunc,f_large,p0,p1,p2,p3,p4
0,-0.32297679105077726,-0.32093210091030483,29.994375817665453,0.09920459921238543,0.05710854003420828,-0.028523356327809054,-0.027362056286777413
1,-0.41025537049845956,-0.40827203468824824,40.00300387897489,0.09660936253796086,0.04957877110864591,-0.028325391154137847,-0.026693527359217848
2,-0.5165356792715262,-0.5147094764007858,50.00962698500532,0.0862076683091261,0.04533357702734325,-0.02618209513449383,-0.02455135505521392
3,-0.6297748394071324,-0.6278994041822169,59.99562620012168,0.07754400682799056,0.04181605641813295,-0.02449107577609121,-0.023159964725869675
4,-0.7421698038174999,-0.74043990739334,70.00158377324065,0.07014152826926344,0.03721659065633907,-0.020716619484096623,-0.01996156778650986
5,-0.836720224835723,-0.835691419719655,79.99931805466484,0.06465420239095365,0.03514718592407994,-0.01949337098240736,-0.019464515896087047
6,-0.9061946864269552,-0.9079086643835826,90.00415155005884,0.05836963420286957,0.03313056881515499,-0.016679127097874,-0.016418916481762566
7,-0.9991758499257718,-1.0001438374027072,99.9931209734436,0.054087422906211595,0.030880177570189047,-0.014070003669765156,-0.013905843085786393
8,-1.1451834812079835,-1.1460761519281033,110.006913791643,0.04942043615413137,0.02952275985550025,-0.012466960608572376,-0.012273808488764307
9,-1.3319671088622886,-1.3340657055422738,120.0028467552719,0.04697167480154598,0.02854112559850011,-0.012215147917716055,-0.011722567832076359
10,-1.5370433012389786,-1.5417821653394121,130.00890499062243,0.044966934757170195,0.02775473119248081,-0.01184423703843535,-0.011357538821944334
11,-1.719326067598511,-1.7289732651009415,140.00162194802382,0.043144137953709465,0.027081602370765817,-0.01165254112254992,-0.011332131953584762
12,-1.8464464078013811,-1.8533197047284018,150.0078577770857,0.03979191560285579,0.025435781415086865,-0.010327097482005188,-0.00998978971222715
