tg,2-2,0-2,8-2,5-2,other
0.0,1.0,0.0,0.0,0.0,0.0
1.011872255952381,0.9999998836663613,5.127513259642885e-17,1.0139601353120259e-08,6.505205648905772e-08,4.1141980759282226e-08
2.023744511904762,0.9999955948544829,1.2710197926359738e-14,1.6794520178966714e-07,3.847044602490702e-06,3.9015569986819406e-07
3.035616767857143,0.9999971977142389,2.6340741045152155e-13,8.707025306280593e-07,1.4198626849630836e-06,5.117202823418007e-07
4.047489023809524,0.9999832441709317,2.2693639311212316e-12,2.5091721130354157e-06,1.259197174095812e-05,1.6546829452106843e-06
5.059361279761905,0.9999870273902736,1.3965216773801257e-11,6.914248166967157e-06,4.278835370057659e-06,1.7795122240288865e-06
6.071233535714286,0.9999686803200556,5.6736872306527983e-11,1.410992722167134e-05,1.4403037300590633e-05,2.806658685230942e-06
7.083105791666666,0.9999603287843966,2.1120603575481015e-10,2.8005010635605603e-05,7.254235285895564e-06,4.411758475836256e-06
8.094978047619048,0.9998764478993979,6.212927038001319e-10,4.59507701318672e-05,6.732301140848499e-05,1.0277697769010478e-05
9.106850303571429,0.9998775081174135,1.6705601601295753e-09,7.96881218570843e-05,3.268257837604426e-05,1.0119511793079273e-05
10.11872255952381,0.9998027410576688,3.830692433631944e-09,0.00011505122532474689,6.796001487811364e-05,1.424387143581782e-05
11.13059481547619,0.9997669802930643,9.037436852735823e-09,0.0001822608152573956,3.59280788801065e-05,1.4821775361360075e-05
12.142467071428571,0.9996612829970493,1.801772394641674e-08,0.0002551846185854143,6.530616613616697e-05,1.8208200505429303e-05
13.154339327380953,0.999536665084342,3.707664696206345e-08,0.0003739220479710561,6.599259363525634e-05,2.3383197404802628e-05
14.166211583333332,0.9992852894092397,6.757861440155929e-08,0.00048346077056989425,0.00019600593902558338,3.517630255051586e-05
15.178083839285714,0.999089399691436,1.242319721830279e-07,0.0006791232798230262,0.00019341055711933285,3.794223964961647e-05
16.189956095238095,0.9989950897954772,2.09506510390133e-07,0.0008592007276749839,0.00011171906284951222,3.378090748791668e-05
17.201828351190475,0.9986863341732297,3.684682821528519e-07,0.0011509157364477417,0.00012704511013690996,3.5336511903546355e-05
18.213700607142858,0.9983612435275706,5.845379543178317e-07,0.0014404217611260468,0.00015611491485636,4.163525849264683e-05
19.225572863095238,0.9977486047145965,9.650123734117874e-07,0.0018721500637898913,0.0003175314054547659,6.074880378539162e-05
20.23744511904762,0.9974157027778745,1.4716636155073379e-06,0.0022480312990338885,0.00027287659256954136,6.191766690676656e-05
21.249317375,0.9964578032624608,2.28198034595636e-06,0.0028272610727590433,0.000618342587373217,9.431109706094274e-05
22.26118963095238,0.9963863252694334,3.3749910306115296e-06,0.0034241199817818743,0.00012499390510802558,6.118585264613927e-05
23.273061886904763,0.9954216751163315,5.109504906947736e-06,0.004199302259371672,0.0003003239733863836,7.358914600325009e-05
24.284934142857143,0.9946713996668595,7.285966675642288e-06,0.005001699961347639,0.0002331207982844583,8.649360683271658e-05
25.296806398809522,0.9928104859787867,1.064578776453384e-05,0.006018114409298343,0.0009881197627454438,0.00017263406140490272
26.308678654761906,0.9925810071684703,1.4847255266350408e-05,0.007063754172667878,0.0002303365708305489,0.0001100548327651252
27.320550910714285,0.990246528438653,2.077103816236377e-05,0.008245680418962434,0.0012582635633789855,0.00022875654084304525
28.332423166666665,0.9898862702527917,2.8642222679331044e-05,0.009783287959635595,0.00017304039370724078,0.00012875917118608963
29.344295422619048,0.9878233636122078,3.945432400745854e-05,0.01135417680450692,0.0006181332683079777,0.0001648719909699429
30.356167678571428,0.9863584219622435,5.299240696896818e-05,0.013187496673069897,0.00024152509292375075,0.00015956386479388965
